pokemonID,name,text,type
ecard1-60,Plunge,"Once during your turn (before your attack), if Poliwrath is on your Bench, you may flip a coin. If heads, take all Energy cards attached to your Active Pokémon, if any, and attach them to Poliwrath. Then switch Poliwrath with your Active Pokémon.",Poké-Power,ecard1-60
ecard1-65,Heat Up,"Once during your turn (before your attack), you may count the total number of Energy cards attached to all of your Pokémon and all of your opponent's Pokémon. If your opponent has more total Energy cards attached, you may search your deck for 1 Fire Energy card and attach it to 1 of your Benched Pokémon, if any. Shuffle your deck afterward. This power can't be used if Typhlosion is affected by a Special Condition.",Poké-Power,ecard1-65
ecard1-66,Dark Aura,All Energy attached to Tyranitar is Darkness Energy instead of its usual type.,Poké-Body,ecard1-66
ecard1-68,Harvest Bounty,"Once during your turn (before your attack), if you attach an Energy card to your Active Pokémon as part of your turn, you may attach an additional Energy card to that Pokémon at the same time. This power can't be used if Venusaur is affected by a Special Condition.",Poké-Power,ecard1-68
ecard1-69,Poison Pollen,"Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Poisoned. This power can't be used if Vileplume is affected by a Special Condition.",Poké-Power,ecard1-69
ecard1-87,Exoskeleton,All damage done by attacks to Metapod is reduced by 20 (after applying Weakness and Resistance).,Poké-Body,ecard1-87
ecard2-2,Extreme Speed,You pay Colorless less to retreat Arcanine for each Energy attached to it.,Poké-Body,ecard2-2
ecard2-3,Gluey Slime,"As long as Ariados is in play, each player must pay an additional Colorless to retreat his or her Active Pokémon. Gluey Slime can't make a player pay more than an additional Colorless to retreat a Pokémon, even if there is more than 1 Ariados in play.",Poké-Body,ecard2-3
ecard2-4,Bubble Turn,"Once during your turn (before your attack), if Azumarill is on your Bench, you may flip a coin. If heads, return Azumarill and all cards attached to it to your hand.",Poké-Power,ecard2-4
ecard2-5,Flower Supplement,"Once during your turn (before your attack), you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition.",Poké-Power,ecard2-5
ecard2-6,Happy Healing,"Once during your turn (before your attack), choose 1 of your Benched Pokémon and flip a coin. If heads, count the number of Energy attached to Blissey and then remove that many damage counters from the chosen Benched Pokémon. This power can't be used if Blissey is affected by a Special Condition.",Poké-Power,ecard2-6
ecard2-8,Super Dynamo,"Once during your turn (before your attack), if Electrode is your Active Pokémon, you may flip a coin. If heads, choose a Lightning Energy card from your discard pile and attach it to 1 of your Pokémon. This power can't be used if Electrode is affected by a Special Condition.",Poké-Power,ecard2-8
ecard2-10,Pure Body,"To attach a Fire Energy card from your hand to Entei, you must discard an Energy card attached to Entei. (Attach the Fire Energy, and then discard an Energy from Entei.)",Poké-Body,ecard2-10
ecard2-11,Energy Return,"As often as you like during your turn (before your attack), choose an Energy card attached to 1 of your Pokémon and return it to your hand. This power can't be used if Espeon is affected by a Special Condition.",Poké-Power,ecard2-11
ecard2-16,Sleep Pendulum,"Once during your turn (before your attack), if Hypno is your Active Pokémon, you may make the Defending Pokémon Asleep. This power can't be used if Hypno is affected by a Special Condition.",Poké-Power,ecard2-16
ecard2-17,Fluff,"During your opponent's turn, if Jumpluff would be damaged or affected by an opponent's attack and it already has at least 1 damage counter on it, flip a coin. If heads, prevent all effects of that attack (including damage).",Poké-Body,ecard2-17
ecard2-19,Water Cyclone,"As often as you like during your turn (before your attack), you may move a Water Energy card from your Active Pokémon to 1 of your Benched Pokémon. This power can't be used if Kingdra is affected by a Special Condition.",Poké-Power,ecard2-19
ecard2-21,Ion Coating,You may use this power once during each of your turns (before your attack). All Lightning Energy attached to your Active Pokémon becomes Water Energy for the rest of the turn. (This effect ends if your Active Pokémon retreats or is returned to your hand.) This power can't be used if Lanturn is affected by a Special Condition.,Poké-Power,ecard2-21
ecard2-22,Magnetic Flow,"Once during your turn (before your attack), if Magneton is your Active Pokémon, you may flip a coin. If heads, choose 2 of your opponent's Pokémon that have Energy cards attached to them. Choose 1 of the Energy cards attached to each of those Pokémon and switch them between the Pokémon. This power can't be used if Magneton is affected by a Special Condition.",Poké-Power,ecard2-22
ecard2-23,Heavyweight,"As long as there is a Grass Energy attached to Muk, you must pay an additional ColorlessColorless to retreat it.",Poké-Body,ecard2-23
ecard2-24,Earth Rage,"Once during your turn (before your attack), if Nidoking is your Active Pokémon, you may flip a coin. If heads, put a damage counter on each of your opponent's Benched Pokémon. This power can't be used if Nidoking is affected by a Special Condition.",Poké-Power,ecard2-24
ecard2-26,Suction Cups,"As long as Octillery is your Active Pokémon, whenever the Defending Pokémon retreats, discard all Energy cards attached to the Defending Pokémon when it goes to the Bench.",Poké-Body,ecard2-26
ecard2-28,Backup,"Once during each of your turns (before your attack), if you have 2 or fewer cards in your hand, you may draw cards from your deck until you have 3 cards in your hand. This power can't be used if Porygon2 is affected by a Special Condition.",Poké-Power,ecard2-28
ecard2-32,Poison Resistance,Scizor can't be Poisoned.,Poké-Body,ecard2-32
ecard2-33,Dense Body,Any damage done to Slowbro by attacks from Basic Pokémon (excluding Baby Pokémon) is reduced by 20.,Poké-Body,ecard2-33
ecard2-37,Pure Body,"To attach a Water Energy card from your hand to Suicune, you must discard an Energy card attached to Suicune. (Attach the Water Energy, and then discard an Energy card from Suicune.)",Poké-Body,ecard2-37
ecard2-38,Strange Tentacles,"Once during your turn (before your attack), as long as the number of Energy cards attached to the Defending Pokémon is less than the number of Energy cards attached to your Active Pokémon, you may choose an Energy card, if any, in your opponent's discard pile and attach it to the Defending Pokémon. This power can't be used if Tentacruel is affected by a Special Condition.",Poké-Power,ecard2-38
ecard2-39,Miracle Shift,"Once during your turn (before your attack), discard a basic Energy card attached to 1 of your Pokémon. Then, choose a basic Energy card from your discard pile and attach it to that Pokémon. This power can't be used if Togetic is affected by a Special Condition.",Poké-Power,ecard2-39
ecard2-41,Dark Moon,"As long as Umbreon is your Active Pokémon and has a Darkness Energy attached to it, once during your turn (before your attack), you may look at your opponent's hand. Choose from it a number of cards up to the number of Darkness Energy attached to Umbreon and shuffle them into your opponent's deck. Your opponent then draws the same number of cards from his or her deck. This power can't be used if Umbreon is affected by a Special Condition.",Poké-Power,ecard2-41
ecard2-42,Fragrance Trap,"Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. This Power can't be used if Victreebel is affected by a Special Condition.",Poké-Power,ecard2-42
ecard2-44,Anti-Lightning,You can't attach Lightning Energy cards from your hand to Zapdos.,Poké-Body,ecard2-44
ecard2-48,Scavenger Hunt,"Once during your turn (before your attack), you may put 2 cards from your hand into your deck. Then, search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Furret is affected by a Special Condition.",Poké-Power,ecard2-48
ecard2-49,Enervating Pollen,"As long as Gloom is in play, Resistance on each player's Active Pokémon only reduces damage by 10.",Poké-Body,ecard2-49
ecard2-60,Lightweight,You pay Colorless less to retreat Skiploom for each Grass Energy attached to it.,Poké-Body,ecard2-60
ecard2-83,Lightweight,You pay Colorless less to retreat Hoppip for each Grass Energy attached to it.,Poké-Body,ecard2-83
ecard2-91,Conductive Body,You pay Colorless less to retreat Magnemite for each Magnemite on your Bench.,Poké-Body,ecard2-91
ecard2-95,Energy Barrier,"If Mr. Mime would be damaged by an attack, reduce that damage by 10 for each basic Energy card attached to Mr. Mime. The maximum amount of damage that can be reduced by Energy Barrier is 20.",Poké-Body,ecard2-95
ecard2-148,Crystal Type,"Whenever you attach a Water, Lightning, or Psychic basic Energy card from your hand to Kingdra, Kingdra's type (color) becomes the same as that Energy card type until the end of the turn.",Poké-Body,ecard2-148
ecard2-149,Crystal Type,"Whenever you attach a Fire, Water, or Psychic basic Energy card from your hand to Lugia, Lugia's type (color) becomes the same as that Energy card type until the end of the turn.",Poké-Body,ecard2-149
ecard2-150,Crystal Type,"Whenever you attach a Grass, Lightning, or Fire basic Energy card from your hand to Nidoking, Nidoking's type (color) becomes the same as that Energy card type until the end of the turn.",Poké-Body,ecard2-150
ecard2-H2,Extreme Speed,You pay Colorless less to retreat Arcanine for each Energy attached to it.,Poké-Body,ecard2-H2
ecard2-H3,Gluey Slime,"As long as Ariados is in play, each player must pay an additional Colorless to retreat his or her Active Pokémon. Gluey Slime can't make a player pay more than an additional Colorless to retreat a Pokémon, even if there is more than 1 Ariados in play.",Poké-Body,ecard2-H3
ecard2-H4,Bubble Turn,"Once during your turn (before your attack), if Azumarill is on your Bench, you may flip a coin. If heads, return Azumarill and all cards attached to it to your hand.",Poké-Power,ecard2-H4
ecard2-H5,Flower Supplement,"Once during your turn (before your attack), you may flip a coin. If heads, attach 1 basic Energy card from your hand to 1 of your Benched Pokémon. This power can't be used if Bellossom is affected by a Special Condition.",Poké-Power,ecard2-H5
ecard2-H6,Happy Healing,"Once during your turn (before your attack), choose 1 of your Benched Pokémon and flip a coin. If heads, count the number of Energy attached to Blissey and then remove that many damage counters from the chosen Benched Pokémon. This power can't be used if Blissey is affected by a Special Condition.",Poké-Power,ecard2-H6
ecard2-H7,Super Dynamo,"Once during your turn (before your attack), if Electrode is your Active Pokémon, you may flip a coin. If heads, choose a Lightning Energy card from your discard pile and attach it to 1 of your Pokémon. This power can't be used if Electrode is affected by a Special Condition.",Poké-Power,ecard2-H7
ecard2-H8,Pure Body,"To attach a Fire Energy card from your hand to Entei, you must discard an Energy card attached to Entei. (Attach the Fire Energy, and then discard an Energy from Entei.)",Poké-Body,ecard2-H8
ecard2-H9,Energy Return,"As often as you like during your turn (before your attack), choose an Energy card attached to 1 of your Pokémon and return it to your hand. This power can't be used if Espeon is affected by a Special Condition.",Poké-Power,ecard2-H9
ecard2-H12,Sleep Pendulum,"Once during your turn (before your attack), if Hypno is your Active Pokémon, you may make the Defending Pokémon Asleep. This power can't be used if Hypno is affected by a Special Condition.",Poké-Power,ecard2-H12
ecard2-H13,Fluff,"During your opponent's turn, if Jumpluff would be damaged or affected by an opponent's attack and it already has at least 1 damage counter on it, flip a coin. If heads, prevent all effects of that attack (including damage).",Poké-Body,ecard2-H13
ecard2-H14,Water Cyclone,"As often as you like during your turn (before your attack), you may move a Water Energy card from your Active Pokémon to 1 of your Benched Pokémon. This power can't be used if Kingdra is affected by a Special Condition.",Poké-Power,ecard2-H14
ecard2-H15,Ion Coating,You may use this power once during each of your turns (before your attack). All Lightning Energy attached to your Active Pokémon becomes Water Energy for the rest of the turn. (This effect ends if your Active Pokémon retreats or is returned to your hand.) This power can't be used if Lanturn is affected by a Special Condition.,Poké-Power,ecard2-H15
ecard2-H16,Magnetic Flow,"Once during your turn (before your attack), if Magneton is your Active Pokémon, you may flip a coin. If heads, choose 2 of your opponent's Pokémon that have Energy cards attached to them. Choose 1 of the Energy cards attached to each of those Pokémon and switch them between the Pokémon. This power can't be used if Magneton is affected by a Special Condition.",Poké-Power,ecard2-H16
ecard2-H17,Heavyweight,"As long as there is a Grass Energy attached to Muk, you must pay an additional ColorlessColorless to retreat it.",Poké-Body,ecard2-H17
ecard2-H18,Earth Rage,"Once during your turn (before your attack), if Nidoking is your Active Pokémon, you may flip a coin. If heads, put a damage counter on each of your opponent's Benched Pokémon. This power can't be used if Nidoking is affected by a Special Condition.",Poké-Power,ecard2-H18
ecard2-H20,Suction Cups,"As long as Octillery is your Active Pokémon, whenever the Defending Pokémon retreats, discard all Energy cards attached to the Defending Pokémon when it goes to the Bench.",Poké-Body,ecard2-H20
ecard2-H21,Poison Resistance,Scizor can't be Poisoned.,Poké-Body,ecard2-H21
ecard2-H25,Pure Body,"To attach a Water Energy card from your hand to Suicune, you must discard an Energy card attached to Suicune. (Attach the Water Energy, and then discard an Energy card from Suicune.)",Poké-Body,ecard2-H25
ecard2-H26,Strange Tentacles,"Once during your turn (before your attack), as long as the number of Energy cards attached to the Defending Pokémon is less than the number of Energy cards attached to your Active Pokémon, you may choose an Energy card, if any, in your opponent's discard pile and attach it to the Defending Pokémon. This power can't be used if Tentacruel is affected by a Special Condition.",Poké-Power,ecard2-H26
ecard2-H27,Miracle Shift,"Once during your turn (before your attack), discard a basic Energy card attached to 1 of your Pokémon. Then, choose a basic Energy card from your discard pile and attach it to that Pokémon. This power can't be used if Togetic is affected by a Special Condition.",Poké-Power,ecard2-H27
ecard2-H29,Dark Moon,"As long as Umbreon is your Active Pokémon and has a Darkness Energy attached to it, once during your turn (before your attack), you may look at your opponent's hand. Choose from it a number of cards up to the number of Darkness Energy attached to Umbreon and shuffle them into your opponent's deck. Your opponent then draws the same number of cards from his or her deck. This power can't be used if Umbreon is affected by a Special Condition.",Poké-Power,ecard2-H29
ecard2-H30,Fragrance Trap,"Once during your turn (before your attack), you may flip a coin. If heads, choose 1 of your opponent's Benched Pokémon and switch the Defending Pokémon with it. This Power can't be used if Victreebel is affected by a Special Condition.",Poké-Power,ecard2-H30
ecard2-H32,Anti-Lightning,You can't attach Lightning Energy cards from your hand to Zapdos.,Poké-Body,ecard2-H32
ecard3-1,Ancient Wind,"Once during your turn (before your attack), if Aerodactyl is your Active Pokémon, you may ignore all Poké-Bodies until the end of your turn. This power can't be used if Aerodactyl is affected by a Special Condition.",Poké-Power,ecard3-1
ecard3-2,Energy Jump,"Once during your turn (before your attack), you may move an Energy card from 1 of your Pokémon to another of your Pokémon. This power can't be used if Alakazam is affected by a Special Condition.",Poké-Power,ecard3-2
ecard3-3,Energy Recharge,"When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.",Poké-Power,ecard3-3
ecard3-4,Water Immunity,You can't attach Water Energy cards from your hand to Articuno.,Poké-Body,ecard3-4
ecard3-5,Venom Spray,"When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.",Poké-Power,ecard3-5
ecard3-6,Carry Off,"Once during your turn (before your attack), you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.",Poké-Power,ecard3-6
ecard3-8,Self-healing,"Whenever you attach a Fire Energy card from your hand to Flareon, remove all Special Conditions affecting Flareon.",Poké-Body,ecard3-8
ecard3-10,Manipulate,"When you play Gengar from your hand to evolve your Active Pokémon, you may put a Basic Pokémon (excluding Baby Pokémon) from your discard pile onto your Bench. Then, flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to that Pokémon.",Poké-Power,ecard3-10
ecard3-11,Flame Vapor,"When you play Gyarados from your hand to evolve your Active Pokémon, you may flip 2 coins. For each heads, discard an Energy card attached to the Defending Pokémon.",Poké-Power,ecard3-11
ecard3-13,Self-healing,"Whenever you attach a Lightning Energy card from your hand to Jolteon, remove all Special Conditions affecting Jolteon.",Poké-Body,ecard3-13
ecard3-14,Primal Aura,"As long as Kabutops is your Active Pokémon, neither player can play Basic Pokémon or Evolution cards from his or her hand to evolve Benched Pokémon.",Poké-Body,ecard3-14
ecard3-16,Immunity,Prevent all effects of your opponent's attacks done to Machamp.,Poké-Body,ecard3-16
ecard3-18,Streaming Mantle,"When you play Magcargo from your hand to evolve your Active Pokémon, you may discard the top 3 cards of your deck and and then shuffle 3 basic Energy cards from your discard pile into your deck. If you do, your opponent does the same.",Poké-Power,ecard3-18
ecard3-19,Attract Energy,"When you play Magneton from your hand to evolve 1 of your Pokémon, you may move any number of basic Energy cards attached to your other Pokémon to Magneton.",Poké-Power,ecard3-19
ecard3-21,Fire Immunity,You can't attach Fire Energy cards from your hand to Moltres.,Poké-Body,ecard3-21
ecard3-22,Evolution Helper,"Once during your turn (before your attack), if Nidoqueen is on your Bench, you may search your deck for a card that evolves from your Active Pokémon and attach it to your Active Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward.",Poké-Power,ecard3-22
ecard3-23,Primal Stare,"As long as Omastar is your Active Pokémon, your opponent can't play Basic Pokémon or Evolution cards from his or her hand to evolve his or her Active Pokémon.",Poké-Body,ecard3-23
ecard3-26,Strange Spiral,"Once during your turn (before your attack), if Poliwrath is your Active Pokémon, you may discard a basic Energy card attached to Poliwrath. If you do, the Defending Pokémon is now Confused. This power can't be used if Poliwrath is affected by a Special Condition.",Poké-Power,ecard3-26
ecard3-28,Pure Body,"To attach a Lightning Energy card from your hand to Raikou, you must discard an Energy card attached to Raikou. (Attach the Lightning Energy, and then discard an Energy card from Raikou.)",Poké-Body,ecard3-28
ecard3-31,Rare Metal,All basic Energy cards attached to Steelix provide Metal Energy instead of their usual types.,Poké-Body,ecard3-31
ecard3-32,Dark Gaze,"As long as Umbreon is your Active Pokémon, Benched Pokémon (yours and your opponent's) can't use Poké-Powers.",Poké-Body,ecard3-32
ecard3-33,Self-healing,"Whenever you attach a Water Energy card from your hand to Vaporeon, remove all Special Conditions affecting Vaporeon.",Poké-Body,ecard3-33
ecard3-34,Good Neighbor,"Once during your turn (before your attack), if Wigglytuff is on your bench, you may flip a coin. If heads, each player removes up to 2 damage counters from his or her Active Pokémon. This power can't be used if you have already used another Wigglytuff's Good Neighbor Poké-Power this turn.",Poké-Power,ecard3-34
ecard3-35,Synchronicity,You may attach any Technical Machine to Xatu.,Poké-Body,ecard3-35
ecard3-37,Thick Shell,All damage done by attacks to Kabuto from Evolved Pokémon is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ecard3-37
ecard3-40,Investigate,"Once during your turn (before your attack), you may look at the top 2 cards of any player's deck or at up to 2 of any player's Prizes. Put any cards you looked at back in the same order. This power can't be used if Noctowl is affected by a Special Condition.",Poké-Power,ecard3-40
ecard3-45,Mirror Coat,"If Wobbuffet becomes Poisoned or Burned by the Defending Pokémon's attack during your opponent's turn, the Defending Pokémon becomes affected by the same Special Condition.",Poké-Body,ecard3-45
ecard3-46,Psychoflow,"As long as there is a Psychic Energy card attached to Abra, its Retreat Cost is 0.",Poké-Body,ecard3-46
ecard3-47,Reconstruction,"Once during your turn (before your attack), if you have a basic Energy card in your hand, you may search your deck for an Omanyte or Kabuto card, show it to your opponent, and put it into your hand. Then put a basic Energy card from your hand into your deck. Shuffle your deck afterward.",Poké-Power,ecard3-47
ecard3-51,Prismatic Body,Each basic Energy card attached to Ditto provides every type of Energy but provides only 1 Energy at a time.,Poké-Body,ecard3-51
ecard3-53,Slippery Skin,"As long as the Defending Pokémon is an Evolved Pokémon, Dunsparce's Retreat Cost is 0.",Poké-Body,ecard3-53
ecard3-56,Exoskeleton,All damage done by attacks to Forretress is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ecard3-56
ecard3-70,Exoskeleton,All damage by attacks to Kakuna is reduced by 10 (after applying Weakness and Resistance).,Poké-Body,ecard3-70
ecard3-96,Vase Body,All damage done by attacks to Shuckle is reduced by 20 (after applying Weakness and Resistance).,Poké-Body,ecard3-96
ecard3-100,Lolling About,"Once during your turn (before your attack), if Snorlax is your Active Pokémon, you may remove 1 damage counter from Snorlax. Snorlax is now Asleep. This power can't be used if Snorlax is affected by a Special Condition.",Poké-Power,ecard3-100
ecard3-145,Crystal Type,"Whenever you attach a Grass, Water, or Psychic basic Energy card from your hand to Celebi, Celebi's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-145
ecard3-146,Crystal Type,"Whenever you attach a Fire, Lightning, or Fighting basic Energy card from your hand to Charizard, Charizard's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-146
ecard3-147,Crystal Type,"Whenever you attach a Grass, Fire, or Psychic basic Energy card from your hand to Crobat, Crobat's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-147
ecard3-148,Crystal Type,"Whenever you attach a Grass, Fire, or Fighting basic Energy card from your hand to Golem, Golem's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-148
ecard3-149,Crystal Type,"Whenever you attach a Fire, Water, or Lightning basic Energy card from your hand to Ho-oh, Ho-oh's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-149
ecard3-150,Crystal Type,"Whenever you attach a Water, Lightning, or Fighting basic Energy card from your hand to Kabutops, Kabutops's type (color) becomes the same as that type of Energy until the end of the turn.",Poké-Body,ecard3-150
ecard3-H1,Energy Jump,"Once during your turn (before your attack), you may move an Energy card from 1 of your Pokémon to another of your Pokémon. This power can't be used if Alakazam is affected by a Special Condition.",Poké-Power,ecard3-H1
ecard3-H2,Energy Recharge,"When you play Arcanine from your hand to evolve your Active Pokémon, you may flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to Arcanine.",Poké-Power,ecard3-H2
ecard3-H3,Water Immunity,You can't attach Water Energy cards from your hand to Articuno.,Poké-Body,ecard3-H3
ecard3-H4,Venom Spray,"When you play Beedrill from your hand to evolve your Active Pokémon, the Defending Pokémon is now Paralyzed and Poisoned.",Poké-Power,ecard3-H4
ecard3-H5,Carry Off,"Once during your turn (before your attack), you may flip a coin. If heads, look at your opponent's hand. If your opponent has any Baby Pokémon, Basic Pokémon, or Evolution cards there, choose 1 of them. Your opponent shuffles that card into his or her deck. This power can't be used if Crobat is affected by a Special Condition.",Poké-Power,ecard3-H5
ecard3-H7,Self-healing,"Whenever you attach a Fire Energy card from your hand to Flareon, remove all Special Conditions affecting Flareon.",Poké-Body,ecard3-H7
ecard3-H9,Manipulate,"When you play Gengar from your hand to evolve your Active Pokémon, you may put a Basic Pokémon (excluding Baby Pokémon) from your discard pile onto your Bench. Then, flip 3 coins. For each heads, choose a basic Energy card from your discard pile and attach it to that Pokémon.",Poké-Power,ecard3-H9
ecard3-H10,Flame Vapor,"When you play Gyarados from your hand to evolve your Active Pokémon, you may flip 2 coins. For each heads, discard an Energy card attached to the Defending Pokémon.",Poké-Power,ecard3-H10
ecard3-H12,Self-healing,"Whenever you attach a Lightning Energy card from your hand to Jolteon, remove all Special Conditions affecting Jolteon.",Poké-Body,ecard3-H12
ecard3-H13,Primal Aura,"As long as Kabutops is your Active Pokémon, neither player can play Basic Pokémon or Evolution cards from his or her hand to evolve Benched Pokémon.",Poké-Body,ecard3-H13
ecard3-H15,Immunity,Prevent all effects of your opponent's attacks done to Machamp.,Poké-Body,ecard3-H15
ecard3-H17,Streaming Mantle,"When you play Magcargo from your hand to evolve your Active Pokémon, you may discard the top 3 cards of your deck and and then shuffle 3 basic Energy cards from your discard pile into your deck. If you do, your opponent does the same.",Poké-Power,ecard3-H17
ecard3-H18,Attract Energy,"When you play Magneton from your hand to evolve 1 of your Pokémon, you may move any number of basic Energy cards attached to your other Pokémon to Magneton.",Poké-Power,ecard3-H18
ecard3-H20,Fire Immunity,You can't attach Fire Energy cards from your hand to Moltres.,Poké-Body,ecard3-H20
ecard3-H21,Evolution Helper,"Once during your turn (before your attack), if Nidoqueen is on your Bench, you may search your deck for a card that evolves from your Active Pokémon and attach it to your Active Pokémon. (This counts as evolving that Pokémon.) Shuffle your deck afterward.",Poké-Power,ecard3-H21
ecard3-H24,Strange Spiral,"Once during your turn (before your attack), if Poliwrath is your Active Pokémon, you may discard a basic Energy card attached to Poliwrath. If you do, the Defending Pokémon is now Confused. This power can't be used if Poliwrath is affected by a Special Condition.",Poké-Power,ecard3-H24
ecard3-H26,Pure Body,"To attach a Lightning Energy card from your hand to Raikou, you must discard an Energy card attached to Raikou. (Attach the Lightning Energy, and then discard an Energy card from Raikou.)",Poké-Body,ecard3-H26
ecard3-H29,Rare Metal,All basic Energy cards attached to Steelix provide Metal Energy instead of their usual types.,Poké-Body,ecard3-H29
ecard3-H30,Dark Gaze,"As long as Umbreon is your Active Pokémon, Benched Pokémon (yours and your opponent's) can't use Poké-Powers.",Poké-Body,ecard3-H30
ecard3-H31,Self-healing,"Whenever you attach a Water Energy card from your hand to Vaporeon, remove all Special Conditions affecting Vaporeon.",Poké-Body,ecard3-H31
ecard3-H32,Synchronicity,You may attach any Technical Machine to Xatu.,Poké-Body,ecard3-H32
ex1-2,Withering Dust,"As long as Beautifly is in play, do not apply Resistance for all Active Pokémon.",Poké-Body,ex1-2
ex1-3,Firestarter,"Once during your turn (before your attack), you may attach a Fire Energy card from your discard pile to 1 of your Benched Pokémon. This power can't be used if Blaziken is affected by a Special Condition.",Poké-Power,ex1-3
ex1-5,Energy Draw,"Once during your turn (before your attack), you may discard 1 Energy card from your hand. Then draw up to 3 cards from your deck. This power can't be used if Delcatty is affected by a Special Condition.",Poké-Power,ex1-5
ex1-6,Protective Dust,"Prevent all effects of attacks, except damage, done to Dustox by the Attacking Pokémon.",Poké-Body,ex1-6
ex1-7,Psy Shadow,"Once during your turn (before your attack), you may search your deck for a Psychic Energy card and attach it to 1 of your Pokémon. Put 2 damage counters on that Pokémon. Shuffle your deck afterward. This power can't be used if Gardevoir is affected by a Special Condition.",Poké-Power,ex1-7
ex1-10,Intimidating Fang,"As long as Mightyena is your Active Pokémon, any damage done to your Pokémon by an opponent's attack is reduced by 10 (before applying Weakness and Resistance).",Poké-Body,ex1-10
ex1-12,Lazy,"As long as Slaking is your Active Pokémon, your opponent's Pokémon can't use any Poké-Powers.",Poké-Body,ex1-12
ex1-13,Water Call,"Once during your turn (before your attack), you may attach a Water Energy card from your hand to your Active Pokémon. This power can't be used if Swampert is affected by a Special Condition.",Poké-Power,ex1-13
ex1-20,Energy Trans,"As often as you like during your turn (before your attack), move a Grass Energy card attached to 1 of your Pokémon to another of your Pokémon. This power can't be used if Sceptile is affected by a Special Condition.",Poké-Power,ex1-20
ex1-22,Rough Skin,"If Sharpedo is your Active Pokémon and is damaged by an opponent's attack (even if Sharpedo is Knocked Out), put 2 damage counters on the Attacking Pokémon.",Poké-Body,ex1-22
ex1-23,Natural Remedy,"Once during your turn (before your attack), when you attach a Water Energy card from your hand to Swampert, remove 1 damage counter from Swampert.",Poké-Body,ex1-23
ex1-26,Hard Cocoon,"During your opponent's turn, if Cascoon would be damaged by an opponent's attack (after applying Weakness and Resistance), flip a coin. If heads, reduce that damage by 30.",Poké-Body,ex1-26
ex1-28,Natural Cure,"When you attach a Fire Energy card from your hand to Combusken, remove all Special Conditions from Combusken.",Poké-Body,ex1-28
ex1-32,Natural Cure,"When you attach a Grass Energy card from your hand to Grovyle, remove all Special Conditions from Grovyle.",Poké-Body,ex1-32
ex1-41,Natural Cure,"When you attach a Water Energy card from your hand to Marshtomp, remove all Special Conditions from Marshtomp.",Poké-Body,ex1-41
ex1-43,Hard Cocoon,"During your opponent's turn, if Silcoon would be damaged by an opponent's attack (after applying Weakness and Resistance), flip a coin. If heads, reduce that damage by 30.",Poké-Body,ex1-43
ex1-46,Drive Off,"Once during your turn (before your attack), if Swellow is your Active Pokémon, you may switch 1 of the Defending Pokémon with 1 of your opponent's Benched Pokémon. Your opponent picks the Benched Pokémon to switch. This power can't be used if Swellow is affected by a Special Condition.",Poké-Power,ex1-46
ex1-51,Rough Skin,"If Carvanha is your Active Pokémon and is damaged by an opponent's attack (even if Carvanha is Knocked Out), put 1 damage counter on the Attacking Pokémon.",Poké-Body,ex1-51
ex10-1,Energy Connect,"As often as you like during your turn (before your attack), you may move a basic Energy card attached to 1 of your Benched Pokémon to your Active Pokémon. This power can't be used if Ampharos is affected by a Special Condition.",Poké-Power,ex10-1
ex10-4,Intimidating Fang,"As long as Feraligatr is your Active Pokémon, any damage done by an opponent's attack is reduced by 10 (before applying Weakness and Resistance).",Poké-Body,ex10-4
ex10-7,Lonesome,"As long as you have less Pokémon in play than your opponent, your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand.",Poké-Body,ex10-7
ex10-9,Healing Aroma,"As long as Meganium is your Active Pokémon, remove 1 damage counter from each Pokémon (excluding Pokémon-ex) (both yours and your opponent's) between turns.",Poké-Body,ex10-9
ex10-10,Super Suction Cups,"As long as Octillery is your Active Pokémon, your opponent's Pokémon can't retreat.",Poké-Body,ex10-10
