id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
xy3-75,Vibrava,[329],,80,Dragon,,Trapinch,Fairy,×2,,,
xy3-76,Flygon,[330],,130,Dragon,,Vibrava,Fairy,×2,,,
xy3-77,Noivern,[715],,100,Dragon,,Noibat,Fairy,×2,Echolocation,"If any damage is done to this Pokémon by attacks, flip a coin. If heads, prevent that damage.",Ability
xy3-78,Lickitung,[108],,90,Colorless,,,Fighting,×2,,,
xy3-79,Lickilicky,[463],,120,Colorless,,Lickitung,Fighting,×2,,,
xy3-80,Eevee,[133],,50,Colorless,,,Fighting,×2,Energy Evolution,"When you attach a basic Energy card from your hand to this Pokémon, you may search your deck for a card that evolves from this Pokémon that is the same type as that Energy card and put it onto this Pokémon. (This counts as evolving this Pokémon.) Shuffle your deck afterward.",Ability
xy3-81,Slakoth,[287],,60,Colorless,,,Fighting,×2,,,
xy3-82,Vigoroth,[288],,90,Colorless,,Slakoth,Fighting,×2,,,
xy3-83,Slaking,[289],,150,Colorless,,Vigoroth,Fighting,×2,,,
xy3-84,Patrat,[504],,60,Colorless,,,Fighting,×2,,,
xy3-85,Watchog,[505],,80,Colorless,,Patrat,Fighting,×2,,,
xy3-86,Tornadus,[641],,110,Colorless,,,Lightning,×2,,,
xy3-87,Noibat,[714],,60,Colorless,,,Lightning,×2,,,
xy3-105,Heracross-EX,[214],,170,Grass,,,Fire,×2,,,
xy3-106,Seismitoad-EX,[537],,180,Water,,,Grass,×2,,,
xy3-107,Lucario-EX,[448],,180,Fighting,,,Psychic,×2,,,
xy3-108,Dragonite-EX,[149],,180,Dragon,,,Fairy,×2,Bust In,"When you play this Pokémon from your hand onto your Bench, you may move any number of basic Energy attached to your Pokémon to this Pokémon. If you do, switch this Pokémon with your Active Pokémon.",Ability
xy3-112,M Heracross-EX,[214],,220,Grass,,Heracross-EX,Fire,×2,,,
xy3-113,M Lucario-EX,[448],,220,Fighting,,Lucario-EX,Psychic,×2,,,
xy4-1,Venonat,[48],,60,Grass,,,Fire,×2,,,
xy4-2,Venomoth,[49],,90,Grass,,Venonat,Fire,×2,,,
xy4-3,Yanma,[193],,70,Grass,,,Lightning,×2,,,
xy4-4,Yanmega,[469],,110,Grass,,Yanma,Lightning,×2,,,
xy4-5,Sewaddle,[540],,50,Grass,,,Fire,×2,,,
xy4-6,Swadloon,[541],,70,Grass,,Sewaddle,Fire,×2,,,
xy4-7,Leavanny,[542],,130,Grass,,Swadloon,Fire,×2,,,
xy4-8,Karrablast,[588],,50,Grass,,,Fire,×2,,,
xy4-9,Fletchinder,[662],,80,Fire,,Fletchling,Lightning,×2,,,
xy4-10,Talonflame,[663],,130,Fire,,Fletchinder,Lightning,×2,,,
xy4-11,Litleo,[667],,60,Fire,,,Water,×2,,,
xy4-12,Pyroar,[668],,110,Fire,,Litleo,Water,×2,Flare Command,"Once during your turn (before your attack), you may discard a Fire Energy attached to this Pokémon. If you do, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.",Ability
xy4-13,Krabby,[98],,70,Water,,,Grass,×2,,,
xy4-14,Kingler,[99],,100,Water,,Krabby,Grass,×2,,,
xy4-15,Totodile,[158],,60,Water,,,Grass,×2,,,
xy4-16,Croconaw,[159],,80,Water,,Totodile,Grass,×2,,,
xy4-17,Feraligatr,[160],,150,Water,,Croconaw,Grass,×2,,,
xy4-18,Finneon,[456],,50,Water,,,Grass,×2,,,
xy4-19,Lumineon,[457],,80,Water,,Finneon,Grass,×2,,,
xy4-20,Frillish,[592],,70,Water,,,Grass,×2,,,
xy4-21,Jellicent,[593],,100,Water,,Frillish,Grass,×2,,,
xy4-22,Alomomola,[594],,100,Water,,,Grass,×2,,,
xy4-23,Manectric-EX,[310],,170,Lightning,,,Fighting,×2,,,
xy4-24,M Manectric-EX,[310],,210,Lightning,,Manectric-EX,Fighting,×2,,,
xy4-24a,M Manectric-EX,[310],,210,Lightning,,Manectric-EX,Fighting,×2,,,
xy4-25,Pachirisu,[417],,70,Lightning,,,Fighting,×2,,,
xy4-26,Joltik,[595],,30,Lightning,,,Fighting,×2,,,
xy4-27,Galvantula,[596],,80,Lightning,,Joltik,Fighting,×2,,,
xy4-28,Helioptile,[694],,60,Lightning,,,Fighting,×2,,,
xy4-29,Helioptile,[694],,50,Lightning,,,Fighting,×2,,,
xy4-30,Heliolisk,[695],,90,Lightning,,Helioptile,Fighting,×2,,,
xy4-31,Zubat,[41],,50,Psychic,,,Lightning,×2,,,
xy4-32,Golbat,[42],,70,Psychic,,Zubat,Lightning,×2,Sneaky Bite,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 2 damage counters on 1 of your opponent's Pokémon.",Ability
xy4-33,Crobat,[169],,130,Psychic,,Golbat,Lightning,×2,Surprise Bite,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put 3 damage counters on 1 of your opponent's Pokémon.",Ability
xy4-34,Gengar-EX,[94],,170,Psychic,,,Darkness,×2,,,
xy4-35,M Gengar-EX,[94],,220,Psychic,,Gengar-EX,Darkness,×2,,,
xy4-36,Wobbuffet,[202],,110,Psychic,,,Psychic,×2,Bide Barricade,"If this Pokémon is your Active Pokémon, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Psychic Pokémon).",Ability
xy4-37,Gulpin,[316],,60,Psychic,,,Psychic,×2,,,
xy4-38,Swalot,[317],,110,Psychic,,Gulpin,Psychic,×2,,,
xy4-39,Munna,[517],,70,Psychic,,,Psychic,×2,,,
xy4-40,Musharna,[518],,90,Psychic,,Munna,Psychic,×2,,,
xy4-41,Litwick,[607],,50,Psychic,,,Darkness,×2,,,
xy4-42,Lampent,[608],,70,Psychic,,Litwick,Darkness,×2,,,
xy4-43,Chandelure,[609],,130,Psychic,,Lampent,Darkness,×2,Fainting Spell,"If this Pokémon is Knocked Out by damage from an opponent's attack, flip a coin. If heads, the Attacking Pokémon is Knocked Out.",Ability
xy4-44,Pumpkaboo,[710],,60,Psychic,,,Darkness,×2,,,
xy4-45,Gourgeist,[711],,100,Psychic,,Pumpkaboo,Darkness,×2,Gourgantic,"If this Pokémon has any Grass Energy attached to it, its maximum HP is 200.",Ability
xy4-46,Gligar,[207],,60,Fighting,,,Water,×2,,,
xy4-47,Gliscor,[472],,90,Fighting,,Gligar,Water,×2,,,
xy4-48,Roggenrola,[524],,70,Fighting,,,Grass,×2,,,
xy4-49,Boldore,[525],,90,Fighting,,Roggenrola,Grass,×2,,,
xy4-50,Gigalith,[526],,140,Fighting,,Boldore,Grass,×2,High Density Armor,"If this Pokémon has full HP, any damage done to this Pokémon by an opponent's attack is reduced by 50 (after applying Weakness and Resistance).",Ability
xy4-51,Murkrow,[198],,60,Darkness,,,Lightning,×2,,,
xy4-52,Honchkrow,[430],,100,Darkness,,Murkrow,Lightning,×2,,,
xy4-53,Poochyena,[261],,60,Darkness,,,Fighting,×2,,,
xy4-54,Mightyena,[262],,90,Darkness,,Poochyena,Fighting,×2,,,
xy4-55,Spiritomb,[442],,70,Darkness,,,,,,,
xy4-56,Purrloin,[509],,50,Darkness,,,Fighting,×2,,,
xy4-57,Liepard,[510],,90,Darkness,,Purrloin,Fighting,×2,,,
xy4-58,Malamar-EX,[687],,170,Darkness,,,Fighting,×2,Hyper Hypnosis,"When you attach an Energy from your hand to this Pokémon, you may use this Ability. Your opponent's Active Pokémon is now Asleep.",Ability
xy4-59,Skarmory,[227],,100,Metal,,,Lightning,×2,,,
xy4-60,Bronzor,[436],,50,Metal,,,Fire,×2,,,
xy4-61,Bronzong,[437],,90,Metal,,Bronzor,Fire,×2,Metal Links,"Once during your turn (before your attack), you may attach a Metal Energy card from your discard pile to 1 of your Benched Pokémon.",Ability
xy4-62,Dialga-EX,[483],,180,Metal,,,Fire,×2,,,
xy4-63,Heatran,[485],,130,Metal,,,Fire,×2,,,
xy4-64,Escavalier,[589],,100,Metal,,Karrablast,Fire,×2,,,
xy4-65,Aegislash-EX,[681],,170,Metal,,,Fire,×2,Mighty Shield,Prevent all damage done to this Pokémon by attacks from each of your opponent's Pokémon that has any Special Energy attached to it.,Ability
xy4-65a,Aegislash-EX,[681],,170,Metal,,,Fire,×2,Mighty Shield,Prevent all damage done to this Pokémon by attacks from each of your opponent's Pokémon that has Special Energy attached to it.,Ability
xy4-66,Klefki,[707],,70,Metal,,,Fire,×2,,,
xy4-67,Florges-EX,[671],,160,Fairy,,,Metal,×2,,,
xy4-68,Swirlix,[684],,60,Fairy,,,Metal,×2,,,
xy4-69,Slurpuff,[685],,90,Fairy,,Swirlix,Metal,×2,Tasting,"Once during your turn (before your attack), you may draw a card. If this Pokémon is your Active Pokémon, draw 1 more card.",Ability
xy4-70,Dedenne,[702],,70,Fairy,,,Metal,×2,,,
xy4-71,Diancie,[719],,90,Fairy,,,Metal,×2,,,
xy4-72,Deino,[633],,50,Dragon,,,Fairy,×2,,,
xy4-73,Zweilous,[634],,90,Dragon,,Deino,Fairy,×2,,,
xy4-74,Hydreigon,[635],,140,Dragon,,Zweilous,Fairy,×2,Dark Impulse,"Once during your turn (before your attack), you may attach a Darkness Energy card from your discard pile to your Active Pokémon.",Ability
xy4-75,Goomy,[704],,50,Dragon,,,Fairy,×2,,,
xy4-76,Sliggoo,[705],,80,Dragon,,Goomy,Fairy,×2,,,
xy4-77,Goodra,[706],,140,Dragon,,Sliggoo,Fairy,×2,Slip Trip,Each player can't attach any Pokémon Tool cards from his or her hand to any of his or her Pokémon.,Ability
xy4-78,Spearow,[21],,60,Colorless,,,Lightning,×2,,,
xy4-79,Fearow,[22],,90,Colorless,,Spearow,Lightning,×2,,,
xy4-80,Chansey,[113],,100,Colorless,,,Fighting,×2,,,
xy4-81,Blissey,[242],,130,Colorless,,Chansey,Fighting,×2,,,
xy4-82,Girafarig,[203],,90,Colorless,,,Fighting,×2,,,
xy4-83,Whismur,[293],,60,Colorless,,,Fighting,×2,,,
xy4-84,Loudred,[294],,90,Colorless,,Whismur,Fighting,×2,,,
xy4-85,Exploud,[295],,140,Colorless,,Loudred,Fighting,×2,,,
xy4-86,Regigigas,[486],,130,Colorless,,,Fighting,×2,,,
xy4-87,Bunnelby,[659],,60,Colorless,,,Fighting,×2,,,
xy4-88,Diggersby,[660],,100,Colorless,,Bunnelby,Fighting,×2,,,
xy4-89,Fletchling,[661],,50,Colorless,,,Lightning,×2,,,
xy4-90,Furfrou,[676],,90,Colorless,,,Fighting,×2,,,
xy4-113,Manectric-EX,[310],,170,Lightning,,,Fighting,×2,,,
xy4-114,Gengar-EX,[94],,170,Psychic,,,Darkness,×2,,,
xy4-115,Malamar-EX,[687],,170,Darkness,,,Fighting,×2,Hyper Hypnosis,"When you attach an Energy from your hand to this Pokémon, you may use this Ability. Your opponent's Active Pokémon is now Asleep.",Ability
xy4-116,Florges-EX,[671],,160,Fairy,,,Metal,×2,,,
xy4-120,M Manectric-EX,[310],,210,Lightning,,Manectric-EX,Fighting,×2,,,
xy4-121,M Gengar-EX,[94],,220,Psychic,,Gengar-EX,Darkness,×2,,,
xy4-122,Dialga-EX,[483],,180,Metal,,,Fire,×2,,,
xy5-1,Weedle,[13],,50,Grass,,,Fire,×2,,,
xy5-2,Kakuna,[14],,80,Grass,,Weedle,Fire,×2,,,
xy5-3,Beedrill,[15],,120,Grass,,Kakuna,Fire,×2,,,
xy5-4,Tangela,[114],,80,Grass,,,Fire,×2,,,
xy5-5,Tangrowth,[465],,130,Grass,,Tangela,Fire,×2,,,
xy5-6,Treecko,[252],,60,Grass,,,Fire,×2,,,
xy5-7,Grovyle,[253],,80,Grass,,Treecko,Fire,×2,,,
xy5-8,Sceptile,[254],,130,Grass,,Grovyle,Fire,×2,Nurture and Heal,"Once during your turn (before your attack), you may attach a Grass Energy card from your hand to 1 of your Pokémon. If you do, heal 30 damage from that Pokémon.",Ability
xy5-9,Sceptile,[254],,140,Grass,,Grovyle,Fire,×2,,,
xy5-10,Lotad,[270],,60,Grass,,,Fire,×2,,,
xy5-11,Lombre,[271],,80,Grass,,Lotad,Fire,×2,,,
xy5-12,Ludicolo,[272],,130,Grass,,Lombre,Fire,×2,Captivating Rhythm,"Once during your turn (before your attack), you may flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.",Ability
xy5-13,Surskit,[283],,50,Grass,,,Fire,×2,,,
xy5-14,Masquerain,[284],,80,Grass,,Surskit,Fire,×2,,,
xy5-15,Shroomish,[285],,60,Grass,,,Fire,×2,,,
xy5-16,Breloom,[286],,100,Grass,,Shroomish,Fire,×2,,,
xy5-17,Volbeat,[313],,70,Grass,,,Fire,×2,,,
xy5-18,Illumise,[314],,70,Grass,,,Fire,×2,,,
xy5-19,Trevenant-EX,[709],,180,Grass,,,Fire,×2,,,
xy5-20,Vulpix,[37],,60,Fire,,,Water,×2,,,
xy5-21,Ninetales,[38],,90,Fire,,Vulpix,Water,×2,Barrier Shrine,Each player can't play any Stadium cards from his or her hand.,Ability
xy5-22,Slugma,[218],,70,Fire,,,Water,×2,,,
xy5-23,Magcargo,[219],,120,Fire,,Slugma,Water,×2,,,
xy5-24,Magcargo,[219],,110,Fire,,Slugma,Water,×2,,,
xy5-25,Torchic,[255],,60,Fire,,,Water,×2,,,
xy5-26,Torchic,[255],,50,Fire,,,Water,×2,,,
xy5-27,Combusken,[256],,80,Fire,,Torchic,Water,×2,,,
xy5-28,Blaziken,[257],,140,Fire,,Combusken,Water,×2,,,
xy5-29,Camerupt-EX,[323],,180,Fire,,,Water,×2,,,
xy5-30,Horsea,[116],,60,Water,,,Grass,×2,,,
xy5-31,Seadra,[117],,80,Water,,Horsea,Grass,×2,,,
xy5-32,Staryu,[120],,60,Water,,,Grass,×2,,,
xy5-33,Mudkip,[258],,60,Water,,,Grass,×2,,,
xy5-34,Marshtomp,[259],,90,Water,,Mudkip,Grass,×2,,,
xy5-35,Swampert,[260],,150,Water,,Marshtomp,Grass,×2,,,
xy5-36,Swampert,[260],,140,Water,,Marshtomp,Grass,×2,Diving Search,"Once during your turn (before your attack), you may search your deck for a card. Shuffle your deck, then put that card on top of it.",Ability
xy5-37,Ludicolo,[272],,130,Water,,Lombre,Grass,×2,,,
xy5-38,Wailord-EX,[321],,250,Water,,,Grass,×2,Water Veil,"Whenever you attach an Energy card from your hand to this Pokémon, remove all Special Conditions from it.",Ability
xy5-39,Barboach,[339],,50,Water,,,Grass,×2,,,
xy5-40,Whiscash,[340],,100,Water,,Barboach,Grass,×2,,,
xy5-41,Whiscash,[340],,110,Water,,Barboach,Grass,×2,,,
xy5-42,Corphish,[341],,60,Water,,,Grass,×2,,,
xy5-43,Feebas,[349],,30,Water,,,Grass,×2,,,
xy5-44,Milotic,[350],,110,Water,,Feebas,Grass,×2,Sparkling Ripples,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may put a card from your discard pile into your hand.",Ability
xy5-45,Spheal,[363],,60,Water,,,Metal,×2,,,
xy5-46,Spheal,[363],,70,Water,,,Metal,×2,,,
xy5-47,Sealeo,[364],,90,Water,,Spheal,Metal,×2,,,
xy5-48,Walrein,[365],,150,Water,,Sealeo,Metal,×2,,,
xy5-49,Clamperl,[366],,50,Water,,,Grass,×2,,,
xy5-50,Huntail,[367],,100,Water,,Clamperl,Grass,×2,,,
xy5-51,Gorebyss,[368],,80,Water,,Clamperl,Grass,×2,,,
xy5-52,Gorebyss,[368],,90,Water,,Clamperl,Grass,×2,,,
xy5-53,Kyogre,[382],,130,Water,,,Grass,×2,,,
xy5-54,Kyogre-EX,[382],,180,Water,,,Grass,×2,,,
xy5-55,Primal Kyogre-EX,[382],,240,Water,,Kyogre-EX,Grass,×2,,,
xy5-56,Manaphy,[490],,70,Water,,,Grass,×2,,,
xy5-57,Chinchou,[170],,70,Lightning,,,Fighting,×2,,,
xy5-58,Lanturn,[171],,100,Lightning,,Chinchou,Fighting,×2,,,
xy5-59,Electrike,[309],,60,Lightning,,,Fighting,×2,,,
xy5-60,Electrike,[309],,50,Lightning,,,Fighting,×2,,,
xy5-61,Manectric,[310],,100,Lightning,,Electrike,Fighting,×2,,,
xy5-62,Tynamo,[602],,40,Lightning,,,Fighting,×2,,,
xy5-63,Eelektrik,[603],,90,Lightning,,Tynamo,Fighting,×2,,,
xy5-64,Eelektrik,[603],,90,Lightning,,Tynamo,Fighting,×2,,,
xy5-65,Eelektross,[604],,140,Lightning,,Eelektrik,Fighting,×2,Energy Connect,"As often as you like during your turn (before your attack), you may move a basic Energy attached to 1 of your Benched Pokémon to your Active Pokémon.",Ability
xy5-66,Nidoran ♀,[29],,60,Psychic,,,Psychic,×2,,,
xy5-67,Nidorina,[30],,90,Psychic,,Nidoran ♀,Psychic,×2,,,
xy5-68,Nidoqueen,[31],,140,Psychic,,Nidorina,Psychic,×2,,,
xy5-69,Nidoqueen,[31],,140,Psychic,,Nidorina,Psychic,×2,,,
xy5-70,Tentacool,[72],,50,Psychic,,,Psychic,×2,,,
xy5-71,Tentacool,[72],,60,Psychic,,,Psychic,×2,,,
xy5-72,Tentacruel,[73],,100,Psychic,,Tentacool,Psychic,×2,,,
xy5-73,Starmie,[121],,90,Psychic,,Staryu,Psychic,×2,,,
xy5-74,Rhyhorn,[111],,80,Fighting,,,Grass,×2,,,
xy5-75,Rhydon,[112],,100,Fighting,,Rhyhorn,Grass,×2,,,
xy5-76,Rhyperior,[464],,150,Fighting,,Rhydon,Grass,×2,,,
xy5-77,Rhyperior,[464],,160,Fighting,,Rhydon,Grass,×2,Rock Wall,Any damage done to your Pokémon by an opponent's attack is reduced by 10 (after applying Weakness and Resistance).,Ability
xy5-78,Nosepass,[299],,80,Fighting,,,Grass,×2,,,
xy5-79,Meditite,[307],,50,Fighting,,,Psychic,×2,,,
xy5-80,Medicham,[308],,100,Fighting,,Meditite,Psychic,×2,,,
xy5-81,Medicham,[308],,90,Fighting,,Meditite,Psychic,×2,,,
xy5-82,Trapinch,[328],,60,Fighting,,,Grass,×2,,,
xy5-83,Solrock,[338],,80,Fighting,,,Grass,×2,,,
xy5-84,Groudon,[383],,130,Fighting,,,Grass,×2,,,
xy5-85,Groudon-EX,[383],,180,Fighting,,,Grass,×2,,,
xy5-86,Primal Groudon-EX,[383],,240,Fighting,,Groudon-EX,Grass,×2,,,
xy5-87,Hippopotas,[449],,90,Fighting,,,Grass,×2,,,
xy5-88,Hippowdon,[450],,130,Fighting,,Hippopotas,Grass,×2,,,
xy5-89,Drilbur,[529],,60,Fighting,,,Grass,×2,,,
xy5-90,Diggersby,[660],,110,Fighting,,Bunnelby,Grass,×2,,,
xy5-91,Sharpedo-EX,[319],,170,Darkness,,,Lightning,×2,,,
xy5-92,Crawdaunt,[342],,90,Darkness,,Corphish,Fighting,×2,Unruly Claw,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may discard an Energy attached to your opponent's Active Pokémon.",Ability
xy5-93,Aggron-EX,[306],,180,Metal,,,Fire,×2,,,
xy5-94,M Aggron-EX,[306],,240,Metal,,Aggron-EX,Fire,×2,,,
xy5-95,Probopass,[476],,110,Metal,,Nosepass,Fire,×2,,,
xy5-96,Excadrill,[530],,100,Metal,,Drilbur,Fire,×2,,,
xy5-97,Excadrill,[530],,110,Metal,,Drilbur,Fire,×2,,,
xy5-98,Honedge,[679],,60,Metal,,,Fire,×2,,,
xy5-99,Doublade,[680],,80,Metal,,Honedge,Fire,×2,,,
xy5-100,Aegislash,[681],,140,Metal,,Doublade,Fire,×2,Miracle Guard,Each of your Pokémon has no Weakness.,Ability
xy5-101,Mr. Mime,[122],,80,Fairy,,,Metal,×2,,,
xy5-102,Marill,[183],,70,Fairy,,,Metal,×2,,,
xy5-103,Azumarill,[184],,90,Fairy,,Marill,Metal,×2,,,
xy5-104,Azumarill,[184],,100,Fairy,,Marill,Metal,×2,,,
xy5-105,Gardevoir-EX,[282],,170,Fairy,,,Metal,×2,,,
xy5-106,M Gardevoir-EX,[282],,210,Fairy,,Gardevoir-EX,Metal,×2,,,
xy5-107,Kingdra,[230],,130,Dragon,,Seadra,Fairy,×2,,,
xy5-108,Kingdra,[230],,130,Dragon,,Seadra,Fairy,×2,,,
xy5-109,Vibrava,[329],,80,Dragon,,Trapinch,Fairy,×2,,,
xy5-110,Flygon,[330],,140,Dragon,,Vibrava,Fairy,×2,Sand Flap,"Once during your turn (before your attack), you may choose either player. That player shuffles his or her hand into his or her deck and draws 4 cards.",Ability
xy5-111,Zigzagoon,[263],,60,Colorless,,,Fighting,×2,,,
xy5-112,Linoone,[264],,90,Colorless,,Zigzagoon,Fighting,×2,,,
xy5-113,Skitty,[300],,50,Colorless,,,Fighting,×2,,,
xy5-114,Delcatty,[301],,80,Colorless,,Skitty,Fighting,×2,,,
xy5-115,Spinda,[327],,80,Colorless,,,Fighting,×2,,,
xy5-116,Bidoof,[399],,70,Colorless,,,Fighting,×2,,,
xy5-117,Bidoof,[399],,70,Colorless,,,Fighting,×2,,,
xy5-118,Bibarel,[400],,120,Colorless,,Bidoof,Fighting,×2,,,
xy5-119,Bouffalant,[626],,110,Colorless,,,Fighting,×2,Sap Sipper,This Pokémon's attacks do 40 more damage to your opponent's Grass Pokémon (before applying Weakness and Resistance).,Ability
xy5-120,Bunnelby,[659],,70,Colorless,,,Fighting,×2,,,
xy5-121,Bunnelby,[659],,60,Colorless,,,Fighting,×2,,,
xy5-145,Trevenant-EX,[709],,180,Grass,,,Fire,×2,,,
xy5-146,Camerupt-EX,[323],,180,Fire,,,Water,×2,,,
xy5-147,Wailord-EX,[321],,250,Water,,,Grass,×2,Water Veil,"Whenever you attach an Energy card from your hand to this Pokémon, remove all Special Conditions from it.",Ability
xy5-148,Kyogre-EX,[382],,180,Water,,,Grass,×2,,,
xy5-149,Primal Kyogre-EX,[382],,240,Water,,Kyogre-EX,Grass,×2,,,
xy5-150,Groudon-EX,[383],,180,Fighting,,,Grass,×2,,,
xy5-151,Primal Groudon-EX,[383],,240,Fighting,,Groudon-EX,Grass,×2,,,
xy5-152,Sharpedo-EX,[319],,170,Darkness,,,Lightning,×2,,,
xy5-153,Aggron-EX,[306],,180,Metal,,,Fire,×2,,,
xy5-154,M Aggron-EX,[306],,240,Metal,,Aggron-EX,Fire,×2,,,
xy5-155,Gardevoir-EX,[282],,170,Fairy,,,Metal,×2,,,
xy5-156,M Gardevoir-EX,[282],,210,Fairy,,Gardevoir-EX,Metal,×2,,,
xy6-1,Exeggcute,[102],,40,Grass,,,Fire,×2,,,
xy6-2,Exeggutor,[103],,120,Grass,,Exeggcute,Fire,×2,,,
xy6-3,Wurmple,[265],,60,Grass,,,Fire,×2,,,
xy6-4,Silcoon,[266],,80,Grass,,Wurmple,Fire,×2,,,
xy6-5,Beautifly,[267],,130,Grass,,Silcoon,Fire,×2,Miraculous Scales,Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon-EX.,Ability
xy6-6,Cascoon,[268],,80,Grass,,Wurmple,Fire,×2,,,
xy6-7,Dustox,[269],,140,Grass,,Cascoon,Fire,×2,,,
xy6-8,Dustox,[269],,130,Grass,,Cascoon,Fire,×2,,,
xy6-9,Nincada,[290],,40,Grass,,,Fire,×2,,,
xy6-10,Ninjask,[291],,70,Grass,,Nincada,Fire,×2,Wing Buzz,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may discard a card from your hand. If you do, discard the top card of your opponent's deck.",Ability
xy6-11,Shedinja,[292],,30,Grass,,Nincada,,,,,
xy6-12,Tropius,[357],,110,Grass,,,Fire,×2,,,
xy6-13,Victini,[494],,70,Fire,,,Water,×2,,,
xy6-14,Fletchinder,[662],,70,Fire,,Fletchling,Water,×2,,,
xy6-15,Talonflame,[663],,130,Fire,,Fletchinder,Water,×2,,,
xy6-16,Articuno,[144],,120,Water,,,Metal,×2,,,
xy6-17,Articuno,[144],,120,Water,,,Metal,×2,,,
xy6-18,Wingull,[278],,60,Water,,,Lightning,×2,,,
xy6-19,Pelipper,[279],,100,Water,,Wingull,Lightning,×2,,,
xy6-20,Pikachu,[25],,60,Lightning,,,Fighting,×2,,,
xy6-21,Voltorb,[100],,60,Lightning,,,Fighting,×2,,,
xy6-22,Electrode,[101],,90,Lightning,,Voltorb,Fighting,×2,,,
xy6-23,Zapdos,[145],,120,Lightning,,,Lightning,×2,,,
xy6-24,Electrike,[309],,60,Lightning,,,Fighting,×2,,,
xy6-25,Manectric,[310],,90,Lightning,,Electrike,Fighting,×2,,,
xy6-26,Thundurus-EX,[642],,170,Lightning,,,Fighting,×2,,,
xy6-27,Natu,[177],,50,Psychic,,,Psychic,×2,,,
xy6-28,Natu,[177],,40,Psychic,,,Psychic,×2,,,
xy6-29,Xatu,[178],,90,Psychic,,Natu,Psychic,×2,,,
xy6-30,Shuppet,[353],,60,Psychic,,,Darkness,×2,,,
xy6-31,Banette,[354],,80,Psychic,,Shuppet,Darkness,×2,Tool Concealment,Each Pokémon Tool card in play has no effect.,Ability
xy6-32,Banette,[354],,90,Psychic,,Shuppet,Darkness,×2,,,
xy6-33,Deoxys,[386],,110,Psychic,,,Psychic,×2,,,
xy6-34,Gallade-EX,[475],,170,Psychic,,,Psychic,×2,,,
xy6-35,M Gallade-EX,[475],,220,Psychic,,Gallade-EX,Psychic,×2,,,
xy6-36,Gligar,[207],,70,Fighting,,,Water,×2,,,
xy6-37,Gliscor,[472],,90,Fighting,,Gligar,Water,×2,,,
xy6-38,Binacle,[688],,60,Fighting,,,Grass,×2,,,
xy6-39,Hawlucha,[701],,80,Fighting,,,Lightning,×2,,,
xy6-40,Absol,[359],,100,Darkness,,,Fighting,×2,Cursed Eyes,"When you play this Pokémon from your hand onto your Bench, you may move 3 damage counters from 1 of your opponent's Pokémon to another of his or her Pokémon.",Ability
xy6-41,Inkay,[686],,50,Darkness,,,Fighting,×2,,,
xy6-42,Jirachi,[385],,70,Metal,,,Fire,×2,,,
xy6-43,Togepi,[175],,40,Fairy,,,Metal,×2,,,
xy6-44,Togetic,[176],,80,Fairy,,Togepi,Metal,×2,,,
xy6-45,Togekiss,[468],,140,Fairy,,Togetic,Metal,×2,,,
xy6-46,Togekiss,[468],,130,Fairy,,Togetic,Metal,×2,Serene Grace,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may look at the top 8 cards of your deck. Choose any basic Energy cards you find there and attach them to your Pokémon in any way you like. Shuffle the other cards back into your deck.",Ability
xy6-47,Carbink,[703],,70,Fairy,,,Metal,×2,Jewel Armor,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).",Ability
xy6-48,Klefki,[707],,60,Fairy,,,Metal,×2,,,
xy6-49,Dratini,[147],,50,Dragon,,,Fairy,×2,,,
xy6-50,Dragonair,[148],,80,Dragon,,Dratini,Fairy,×2,,,
xy6-51,Dragonite,[149],,150,Dragon,,Dragonair,Fairy,×2,Max Wind,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may heal all damage from 1 of your Pokémon.",Ability
xy6-52,Dragonite,[149],,160,Dragon,,Dragonair,Fairy,×2,,,
xy6-53,Altaria,[334],,80,Dragon,,Swablu,Fairy,×2,,,
xy6-54,Bagon,[371],,60,Dragon,,,Fairy,×2,,,
xy6-55,Bagon,[371],,60,Dragon,,,Fairy,×2,,,
xy6-56,Shelgon,[372],,80,Dragon,,Bagon,Fairy,×2,Exoskeleton,Any damage done to this Pokémon by attacks is reduced by 10 (after applying Weakness and Resistance).,Ability
xy6-57,Salamence,[373],,160,Dragon,,Shelgon,Fairy,×2,,,
xy6-58,Latios-EX,[381],,170,Dragon,,,Fairy,×2,,,
xy6-59,M Latios-EX,[381],,220,Dragon,,Latios-EX,Fairy,×2,,,
xy6-60,Rayquaza-EX,[384],,180,Dragon,,,Fairy,×2,,,
