pokemon,attack_name,type,count
swsh9-48,Lightning Rondo,Colorless,1
swsh9-49,Gnaw,Lightning,1
swsh9-50,Thunder Shock,Lightning,1
swsh9-51,Energy Crush,Lightning,1
swsh9-51,Flash Impact,Lightning,1
swsh9-52,Windup Thunder,Lightning,1
swsh9-52,Windup Thunder,Colorless,1
swsh9-53,Pound,Colorless,1
swsh9-53,Magical Shot,Psychic,1
swsh9-53,Magical Shot,Colorless,1
swsh9-54,Moonlit Miracle,Colorless,1
swsh9-54,Magical Shot,Psychic,1
swsh9-54,Magical Shot,Colorless,2
swsh9-55,Psychic,Psychic,1
swsh9-55,Power Gem,Psychic,1
swsh9-56,Life Sucker,Psychic,1
swsh9-56,Psyburn,Psychic,2
swsh9-56,Psyburn,Colorless,1
swsh9-57,Chomp,Colorless,2
swsh9-57,Bull Dash,Psychic,2
swsh9-57,Bull Dash,Colorless,1
swsh9-58,Triple Spin,Colorless,2
swsh9-59,Spinning Attack,Colorless,2
swsh9-59,Coinciding Figures,Psychic,1
swsh9-59,Coinciding Figures,Colorless,2
swsh9-60,Perplex,Psychic,1
swsh9-61,Fade to Black,Psychic,1
swsh9-62,Devour Soul,Psychic,1
swsh9-62,Devour Soul,Colorless,2
swsh9-63,Clear Tone,Colorless,1
swsh9-63,Hang Down,Colorless,2
swsh9-64,Fluff Gets in the Way,Psychic,1
swsh9-64,Cotton Guard,Psychic,1
swsh9-64,Cotton Guard,Colorless,2
swsh9-65,Trick Wind,Psychic,1
swsh9-65,Trick Wind,Colorless,2
swsh9-65,Fluffball Star,Psychic,1
swsh9-66,Tri Recharge,Psychic,1
swsh9-66,Psychic,Psychic,1
swsh9-66,Psychic,Colorless,1
swsh9-67,Dede-Flash,Psychic,1
swsh9-68,Jealous Eyes,Psychic,1
swsh9-69,Ominous Numbers,Colorless,2
swsh9-69,Max Shadow,Psychic,2
swsh9-70,Lead,Psychic,1
swsh9-70,Ram,Psychic,1
swsh9-71,Rainbow Flavor,Colorless,2
swsh9-72,Spinning Draw,Colorless,1
swsh9-72,Cyclone Kick,Fighting,2
swsh9-72,Cyclone Kick,Colorless,1
swsh9-73,Ram,Colorless,1
swsh9-74,Rising Lunge,Fighting,1
swsh9-75,Razor Wing,Fighting,1
swsh9-76,Desert Pillar,Fighting,1
swsh9-76,Blasting Wind,Fighting,1
swsh9-76,Blasting Wind,Colorless,1
swsh9-77,Matron's Anger,Colorless,2
swsh9-77,Bind Down,Fighting,1
swsh9-77,Bind Down,Colorless,2
swsh9-78,Low Kick,Fighting,2
swsh9-79,Aura Sphere Volley,Fighting,2
swsh9-80,Lunge Out,Colorless,2
swsh9-80,Seismic Toss,Fighting,2
swsh9-80,Seismic Toss,Colorless,1
swsh9-81,Sweep the Leg,Fighting,1
swsh9-82,Mud-Slap,Fighting,1
swsh9-82,Pound,Fighting,1
swsh9-82,Pound,Colorless,1
swsh9-83,Big Hand,Colorless,2
swsh9-83,Mega Punch,Fighting,2
swsh9-83,Mega Punch,Colorless,1
swsh9-84,Poison Gas,Darkness,1
swsh9-85,Shrieking Poison,Darkness,1
swsh9-85,Shrieking Poison,Colorless,2
swsh9-86,Scratch,Darkness,1
swsh9-86,Slash,Colorless,2
swsh9-87,Ransack,Darkness,1
swsh9-87,Slash,Darkness,1
swsh9-87,Slash,Colorless,2
swsh9-88,Fearsome Shadow,Darkness,2
swsh9-88,Fearsome Shadow,Colorless,1
swsh9-89,Ticking Terror,Colorless,1
swsh9-89,Cursed Drop,Darkness,1
swsh9-90,Surprise Attack,Colorless,2
swsh9-91,Slash,Colorless,2
swsh9-92,Call for Family,Darkness,1
swsh9-92,Bite,Colorless,2
swsh9-93,Smash Kick,Darkness,1
swsh9-93,Pierce,Darkness,1
swsh9-93,Pierce,Colorless,1
swsh9-94,Longhair Shot,Darkness,1
swsh9-94,Darkness Fang,Darkness,1
swsh9-94,Darkness Fang,Colorless,1
swsh9-95,Gnaw and Run,Colorless,2
swsh9-95,Hangry Spike,Darkness,2
swsh9-95,Hangry Spike,Colorless,1
swsh9-96,Rock Slide,Metal,1
swsh9-96,Rock Slide,Colorless,2
swsh9-96,Merciless Strike,Metal,1
swsh9-96,Merciless Strike,Colorless,4
swsh9-97,Cracking Stomp,Metal,1
swsh9-97,Cracking Stomp,Colorless,2
swsh9-97,Max Take Down,Metal,2
swsh9-97,Max Take Down,Colorless,3
swsh9-98,Matron's Anger,Colorless,2
swsh9-98,Scrap Drop,Metal,1
swsh9-98,Scrap Drop,Colorless,2
swsh9-99,Magnetic Tension,Colorless,2
swsh9-99,Iron Tackle,Metal,1
swsh9-99,Iron Tackle,Colorless,2
swsh9-100,Guard Claw,Colorless,2
swsh9-100,Iron Hammer,Metal,2
swsh9-100,Iron Hammer,Colorless,1
swsh9-101,Pike,Metal,1
swsh9-101,Pike,Colorless,2
swsh9-102,Vise Grip,Metal,1
swsh9-102,Spinning Attack,Metal,1
swsh9-102,Spinning Attack,Colorless,1
swsh9-103,Beam,Metal,1
swsh9-103,Guard Press,Metal,1
swsh9-103,Guard Press,Colorless,2
swsh9-104,Tumbling Attack,Metal,1
swsh9-104,Tumbling Attack,Colorless,2
swsh9-105,Revenge Blast,Metal,1
swsh9-105,Revenge Blast,Colorless,2
swsh9-106,Sand Spray,Grass,1
swsh9-106,Sand Spray,Fighting,1
swsh9-106,Draconic Impulse,Grass,1
swsh9-106,Draconic Impulse,Fighting,2
swsh9-106,Draconic Impulse,Colorless,1
swsh9-107,Gnaw,Water,1
swsh9-107,Gnaw,Fighting,1
swsh9-108,Dragon Claw,Water,1
swsh9-108,Dragon Claw,Fighting,1
swsh9-109,Dragonblade,Water,1
swsh9-109,Dragonblade,Fighting,1
swsh9-110,Ultra Evolution,Colorless,1
swsh9-111,Sharp Fang,Colorless,1
swsh9-111,Dragon Claw,Fighting,1
swsh9-111,Dragon Claw,Metal,1
swsh9-112,Slash,Colorless,1
swsh9-112,Wild Axe,Fighting,1
swsh9-112,Wild Axe,Metal,1
swsh9-113,Revenge,Fire,1
swsh9-113,Revenge,Water,1
swsh9-113,Dragon Claw,Fire,1
swsh9-113,Dragon Claw,Water,1
swsh9-113,Dragon Claw,Colorless,1
swsh9-114,Slosh 'n' Crash,Grass,1
swsh9-114,Slosh 'n' Crash,Water,1
swsh9-114,Dragon Strike,Grass,1
swsh9-114,Dragon Strike,Water,2
swsh9-115,Leek Lash,Colorless,2
swsh9-116,Double Draw,Colorless,1
swsh9-116,Hurricane,Colorless,1
swsh9-117,Claw,Colorless,1
swsh9-118,Wing Attack,Colorless,2
swsh9-119,Strong Breeze,Colorless,3
swsh9-119,Spinning Bird,Colorless,4
swsh9-120,Rollout,Colorless,2
swsh9-121,Tail Smash,Colorless,3
swsh9-122,Trinity Charge,Colorless,2
swsh9-122,Power Edge,Colorless,3
swsh9-123,Trinity Nova,Colorless,3
swsh9-124,Call for Family,Colorless,1
swsh9-124,Pound,Colorless,1
swsh9-125,Slap,Colorless,1
swsh9-125,Triple Axel,Colorless,2
swsh9-126,Blasting Wind,Colorless,3
swsh9-127,Showboating Pose,Colorless,1
swsh9-127,Cross-Cut,Colorless,1
swsh9-128,Spike Draw,Colorless,1
swsh9-128,Dragon Pulse,Colorless,3
swsh9-152,Flap,Grass,1
swsh9-152,Revenge Blast,Grass,1
swsh9-152,Revenge Blast,Colorless,1
swsh9-153,Incinerate,Fire,2
swsh9-153,Incinerate,Colorless,1
swsh9-153,Heat Blast,Fire,3
swsh9-153,Heat Blast,Colorless,1
swsh9-154,Incinerate,Fire,2
swsh9-154,Incinerate,Colorless,1
swsh9-154,Heat Blast,Fire,3
swsh9-154,Heat Blast,Colorless,1
swsh9-155,Aqua Return,Water,1
swsh9-155,Aqua Return,Colorless,2
swsh9-156,Aqua Return,Water,1
swsh9-156,Aqua Return,Colorless,2
swsh9-157,Lightning Blast,Lightning,2
swsh9-157,Lightning Blast,Colorless,1
swsh9-158,Fast Charge,Lightning,1
swsh9-158,Dynamic Spark,Lightning,2
swsh9-159,Chomp,Colorless,2
swsh9-159,Bull Dash,Psychic,2
swsh9-159,Bull Dash,Colorless,1
swsh9-160,Fluff Gets in the Way,Psychic,1
swsh9-160,Cotton Guard,Psychic,1
swsh9-160,Cotton Guard,Colorless,2
swsh9-161,Fearsome Shadow,Darkness,2
swsh9-161,Fearsome Shadow,Colorless,1
swsh9-162,Fearsome Shadow,Darkness,2
swsh9-162,Fearsome Shadow,Colorless,1
swsh9-163,Revenge Blast,Metal,1
swsh9-163,Revenge Blast,Colorless,2
swsh9-164,Sand Spray,Grass,1
swsh9-164,Sand Spray,Fighting,1
swsh9-164,Draconic Impulse,Grass,1
swsh9-164,Draconic Impulse,Fighting,2
swsh9-164,Draconic Impulse,Colorless,1
swsh9-165,Trinity Charge,Colorless,2
swsh9-165,Power Edge,Colorless,3
swsh9-166,Trinity Charge,Colorless,2
swsh9-166,Power Edge,Colorless,3
swsh9-173,Revenge Blast,Grass,1
swsh9-173,Revenge Blast,Colorless,1
swsh9-174,Explosive Fire,Fire,2
swsh9-174,Explosive Fire,Colorless,1
swsh9-174,Star Blaze,Fire,3
swsh9-174,Star Blaze,Colorless,1
swsh9-175,Trick Wind,Psychic,1
swsh9-175,Trick Wind,Colorless,2
swsh9-175,Fluffball Star,Psychic,1
swsh9-176,Trinity Nova,Colorless,3
swsh9-181,Psyray,Psychic,1
swsh9-181,Psyray,Colorless,2
swsh9-182,Thunderous Kick,Fighting,1
swsh9-182,Thunderous Kick,Colorless,3
swsh9-183,Aura Burn,Darkness,2
swsh9-183,Aura Burn,Colorless,1
swsh9-184,Trinity Nova,Colorless,3
swsh9tg-TG01,Fire Mane,Fire,2
swsh9tg-TG01,Fire Mane,Colorless,1
swsh9tg-TG02,Aurora Beam,Water,1
swsh9tg-TG02,Aurora Beam,Colorless,1
swsh9tg-TG03,Waterfall,Water,1
swsh9tg-TG03,Waterfall,Colorless,2
swsh9tg-TG04,Electric Ball,Lightning,1
swsh9tg-TG04,Electric Ball,Colorless,2
swsh9tg-TG05,Slash,Colorless,2
swsh9tg-TG05,Wild Shock,Lightning,2
swsh9tg-TG05,Wild Shock,Colorless,1
swsh9tg-TG06,Spooky Shot,Psychic,1
swsh9tg-TG06,Spooky Shot,Colorless,2
swsh9tg-TG07,Dede-Flash,Psychic,1
swsh9tg-TG08,Rainbow Flavor,Colorless,2
swsh9tg-TG09,Poison Sting,Darkness,1
swsh9tg-TG09,Poison Sting,Colorless,1
swsh9tg-TG10,Darkness Fang,Darkness,1
swsh9tg-TG10,Darkness Fang,Colorless,1
swsh9tg-TG11,Vee-Search,Colorless,1
swsh9tg-TG11,Stampede,Colorless,2
swsh9tg-TG12,Whap Down,Colorless,3
swsh9tg-TG13,Electrify,Lightning,1
swsh9tg-TG13,Bolt Storm,Lightning,1
swsh9tg-TG13,Bolt Storm,Colorless,1
swsh9tg-TG14,Magical Shot,Colorless,2
swsh9tg-TG15,Precious Touch,Psychic,1
swsh9tg-TG15,Max Harmony,Colorless,3
swsh9tg-TG16,Jealous Eyes,Psychic,1
swsh9tg-TG17,Ominous Numbers,Colorless,2
swsh9tg-TG17,Max Shadow,Psychic,2
swsh9tg-TG18,Laser Focus,Fighting,1
swsh9tg-TG18,Impact Blow,Fighting,2
swsh9tg-TG18,Impact Blow,Colorless,1
swsh9tg-TG19,Beatdown,Colorless,3
swsh9tg-TG19,G-Max One Blow,Fighting,3
swsh9tg-TG19,G-Max One Blow,Colorless,1
swsh9tg-TG20,Strafe,Fighting,1
swsh9tg-TG20,Hundred Furious Blows,Fighting,2
swsh9tg-TG20,Hundred Furious Blows,Colorless,1
swsh9tg-TG21,Gale Thrust,Fighting,1
swsh9tg-TG21,G-Max Rapid Flow,Fighting,2
swsh9tg-TG21,G-Max Rapid Flow,Colorless,1
swsh9tg-TG22,Mean Look,Darkness,1
swsh9tg-TG22,Moonlight Blade,Darkness,1
swsh9tg-TG22,Moonlight Blade,Colorless,2
swsh9tg-TG23,Max Darkness,Darkness,1
swsh9tg-TG23,Max Darkness,Colorless,2
swsh9tg-TG29,Beatdown,Colorless,3
swsh9tg-TG29,G-Max One Blow,Fighting,3
swsh9tg-TG29,G-Max One Blow,Colorless,1
swsh9tg-TG30,Gale Thrust,Fighting,1
swsh9tg-TG30,G-Max Rapid Flow,Fighting,2
swsh9tg-TG30,G-Max Rapid Flow,Colorless,1
swshp-SWSH001,Branch Poke,Grass,1
swshp-SWSH001,Branch Poke,Colorless,1
swshp-SWSH002,Super Singe,Fire,1
swshp-SWSH003,Bind,Water,1
swshp-SWSH003,Bind,Colorless,1
swshp-SWSH004,Pay Day,Colorless,1
swshp-SWSH004,Slashing Claw,Colorless,3
swshp-SWSH005,G-Max Gold Rush,Colorless,4
swshp-SWSH006,Hammer In,Grass,3
swshp-SWSH006,Hammer In,Colorless,1
swshp-SWSH007,Aurora Beam,Water,1
swshp-SWSH007,Aurora Beam,Colorless,1
swshp-SWSH008,Metal Claw,Metal,2
swshp-SWSH008,Metal Claw,Colorless,1
swshp-SWSH009,Energy Assist,Colorless,1
swshp-SWSH010,Sing,Colorless,1
swshp-SWSH011,Defense Curl,Colorless,1
swshp-SWSH011,Headbutt,Colorless,2
swshp-SWSH012,Thunder Shock,Lightning,1
swshp-SWSH012,Thunder Shock,Colorless,2
swshp-SWSH013,Heal Pulse,Colorless,1
swshp-SWSH013,Flop,Psychic,1
swshp-SWSH013,Flop,Colorless,1
swshp-SWSH014,Forest Feast,Grass,1
swshp-SWSH014,Wood Hammer,Grass,3
swshp-SWSH014,Wood Hammer,Colorless,1
swshp-SWSH015,Crimson Legs,Fire,2
swshp-SWSH015,Crimson Legs,Colorless,1
swshp-SWSH016,Snipe Shot,Water,1
swshp-SWSH016,Aqua Report,Water,2
swshp-SWSH016,Aqua Report,Colorless,1
swshp-SWSH017,Energize,Colorless,1
swshp-SWSH017,Venom Slap,Lightning,2
swshp-SWSH017,Venom Slap,Colorless,1
swshp-SWSH018,Brave Blade,Metal,3
swshp-SWSH019,Assault Tackle,Metal,2
swshp-SWSH019,Assault Tackle,Colorless,1
swshp-SWSH020,Iron Tail,Colorless,2
swshp-SWSH020,Electro Ball,Lightning,2
swshp-SWSH020,Electro Ball,Colorless,1
swshp-SWSH021,Mind Bend,Psychic,1
swshp-SWSH021,Mind Bend,Colorless,2
swshp-SWSH022,Acid Spray,Colorless,2
swshp-SWSH023,Raid,Lightning,1
swshp-SWSH023,Head Bolt,Lightning,1
swshp-SWSH023,Head Bolt,Colorless,1
swshp-SWSH024,Flaming Avalanche,Fighting,1
swshp-SWSH024,Flaming Avalanche,Colorless,3
swshp-SWSH025,Sludge Bomb,Darkness,1
swshp-SWSH025,Sludge Bomb,Colorless,2
swshp-SWSH026,Water Reserve,Water,1
swshp-SWSH026,Wave Splash,Water,2
swshp-SWSH027,Wing Attack,Colorless,2
swshp-SWSH027,Carry Off,Colorless,3
swshp-SWSH028,Metal Claw,Metal,1
swshp-SWSH028,Metal Claw,Colorless,2
swshp-SWSH028,Steel Beam,Metal,1
swshp-SWSH028,Steel Beam,Colorless,3
swshp-SWSH029,Jaw Lock,Colorless,2
swshp-SWSH029,Power Blast,Colorless,3
swshp-SWSH030,Adamantine Press,Metal,2
swshp-SWSH030,Adamantine Press,Colorless,1
swshp-SWSH030,Wrack Down,Metal,3
swshp-SWSH030,Wrack Down,Colorless,1
swshp-SWSH031,Famished,Colorless,1
swshp-SWSH031,Thunder Shock,Lightning,1
swshp-SWSH031,Thunder Shock,Colorless,1
swshp-SWSH032,Rolling Tackle,Colorless,3
swshp-SWSH032,Heavy Impact,Colorless,4
swshp-SWSH033,Crunch,Colorless,3
swshp-SWSH033,Metal Blade,Metal,3
swshp-SWSH033,Metal Blade,Colorless,1
swshp-SWSH034,Headbang,Metal,3
swshp-SWSH034,Headbang,Colorless,1
swshp-SWSH035,Splitting Arrow,Grass,1
swshp-SWSH035,Splitting Arrow,Colorless,1
swshp-SWSH036,Electro Ball,Lightning,1
swshp-SWSH036,Electro Ball,Colorless,1
swshp-SWSH037,Pitch-Black Fangs,Darkness,2
swshp-SWSH037,Pitch-Black Fangs,Colorless,1
swshp-SWSH038,Rally Back,Colorless,2
swshp-SWSH038,Hammer In,Colorless,3
swshp-SWSH039,Tail Whip,Colorless,1
swshp-SWSH039,Pika Bolt,Lightning,1
swshp-SWSH039,Pika Bolt,Colorless,2
swshp-SWSH040,Find a Friend,Colorless,1
swshp-SWSH040,Psyshot,Colorless,2
swshp-SWSH041,Singe,Fire,1
swshp-SWSH041,Kindle,Fire,2
swshp-SWSH041,Kindle,Colorless,1
swshp-SWSH042,Signs of Evolution,Colorless,1
swshp-SWSH042,Wild Kick,Colorless,2
swshp-SWSH043,Meteor Smash,Fighting,2
swshp-SWSH043,Meteor Smash,Colorless,1
swshp-SWSH044,Power Accelerator,Colorless,1
swshp-SWSH044,Dynamax Cannon,Darkness,1
swshp-SWSH044,Dynamax Cannon,Colorless,3
swshp-SWSH045,Dread End,Darkness,1
swshp-SWSH045,Dread End,Colorless,1
swshp-SWSH046,Blessing of Fluff,Colorless,1
swshp-SWSH046,Leafage,Grass,1
swshp-SWSH047,Vise Bite,Water,1
swshp-SWSH047,Vise Bite,Colorless,2
swshp-SWSH047,Jaw Lock,Water,1
swshp-SWSH047,Jaw Lock,Colorless,3
swshp-SWSH048,Hundred Foot Flames,Fire,1
swshp-SWSH048,Searing Flame,Fire,1
swshp-SWSH048,Searing Flame,Colorless,3
swshp-SWSH049,Revenge Blast,Colorless,3
swshp-SWSH050,Claw Slash,Colorless,3
swshp-SWSH050,Fire Spin,Fire,2
swshp-SWSH050,Fire Spin,Colorless,2
swshp-SWSH051,Aqua Wash,Water,4
swshp-SWSH052,Hypnoblast,Psychic,2
swshp-SWSH052,Hypnoblast,Colorless,1
swshp-SWSH053,Macho Revenge,Fighting,1
swshp-SWSH053,Macho Revenge,Colorless,1
swshp-SWSH053,Dynamite Punch,Fighting,2
swshp-SWSH053,Dynamite Punch,Colorless,1
swshp-SWSH054,Flaming Avalanche,Fighting,1
swshp-SWSH054,Flaming Avalanche,Colorless,3
swshp-SWSH055,Confounding Pulse,Psychic,1
swshp-SWSH055,Confounding Pulse,Colorless,1
swshp-SWSH055,Mental Crush,Psychic,2
swshp-SWSH055,Mental Crush,Colorless,1
swshp-SWSH056,Spark,Colorless,1
swshp-SWSH056,Electro Wheel,Lightning,2
swshp-SWSH056,Electro Wheel,Colorless,1
swshp-SWSH057,Bite,Darkness,1
swshp-SWSH057,Spiky Knuckle,Darkness,3
swshp-SWSH058,Decorate,Colorless,1
swshp-SWSH058,Draining Kiss,Psychic,1
swshp-SWSH058,Draining Kiss,Colorless,1
swshp-SWSH059,Obstruct,Darkness,1
swshp-SWSH059,Obstruct,Colorless,1
swshp-SWSH060,Metal Sharpener,Colorless,1
swshp-SWSH060,Power Beam,Metal,2
swshp-SWSH060,Power Beam,Colorless,1
swshp-SWSH061,Charge,Lightning,1
swshp-SWSH061,Thunderbolt,Lightning,2
swshp-SWSH061,Thunderbolt,Colorless,1
swshp-SWSH062,G-Max Volt Tackle,Lightning,3
swshp-SWSH063,Pika Ball,Lightning,1
swshp-SWSH063,Circle Circuit,Lightning,2
swshp-SWSH064,Power Accelerator,Colorless,1
swshp-SWSH064,Dynamax Cannon,Darkness,1
swshp-SWSH064,Dynamax Cannon,Colorless,3
swshp-SWSH065,Collect,Colorless,1
swshp-SWSH065,Brave Buddies,Colorless,3
swshp-SWSH066,Royal Blaze,Fire,2
swshp-SWSH067,Earthquake,Fighting,1
swshp-SWSH067,Heavy Impact,Fighting,1
swshp-SWSH067,Heavy Impact,Colorless,2
swshp-SWSH068,Body Slam,Colorless,4
swshp-SWSH069,Gust,Colorless,2
swshp-SWSH069,Wind Pressure,Colorless,4
swshp-SWSH070,Full On,Grass,1
swshp-SWSH071,Me First,Colorless,1
swshp-SWSH071,Live Coal,Fire,2
swshp-SWSH072,Hydro Pump,Colorless,3
swshp-SWSH073,Growl,Colorless,1
swshp-SWSH073,Rain Splash,Water,1
swshp-SWSH074,Happy Delivery,Colorless,1
swshp-SWSH074,Electro Ball,Lightning,1
swshp-SWSH074,Electro Ball,Colorless,1
swshp-SWSH075,Happy Delivery,Colorless,1
swshp-SWSH075,Flamethrower,Fire,2
swshp-SWSH075,Flamethrower,Colorless,1
swshp-SWSH076,Brave Blade,Metal,3
swshp-SWSH077,Assault Tackle,Metal,2
swshp-SWSH077,Assault Tackle,Colorless,1
swshp-SWSH078,Strafe,Grass,1
swshp-SWSH078,Mysterious Wave,Grass,1
swshp-SWSH078,Mysterious Wave,Colorless,1
swshp-SWSH079,Mad Party,Water,1
swshp-SWSH079,Mad Party,Colorless,2
swshp-SWSH080,Mad Party,Psychic,1
swshp-SWSH080,Mad Party,Colorless,2
swshp-SWSH081,Mad Party,Colorless,2
swshp-SWSH082,Mad Party,Colorless,2
swshp-SWSH083,Zen Spoon,Psychic,1
swshp-SWSH083,Mind Ruler,Psychic,2
swshp-SWSH084,Float Up,Colorless,2
swshp-SWSH085,Electrify,Lightning,1
swshp-SWSH085,Bolt Storm,Lightning,1
swshp-SWSH085,Bolt Storm,Colorless,1
swshp-SWSH086,Beak Catch,Colorless,1
swshp-SWSH086,Spit Shot,Colorless,3
swshp-SWSH087,G-Max Cuddle,Colorless,3
swshp-SWSH088,Seed Bomb,Grass,1
swshp-SWSH088,Seed Bomb,Colorless,2
swshp-SWSH089,Waterfall,Water,1
swshp-SWSH089,Waterfall,Colorless,2
swshp-SWSH090,Darkness Fang,Darkness,1
swshp-SWSH090,Darkness Fang,Colorless,1
swshp-SWSH091,Zen Headbutt,Metal,1
swshp-SWSH091,Zen Headbutt,Colorless,2
swshp-SWSH092,Collect,Fire,1
swshp-SWSH092,Flare,Fire,2
swshp-SWSH093,Flock,Colorless,1
swshp-SWSH093,Peck,Water,1
swshp-SWSH093,Peck,Colorless,1
swshp-SWSH094,Energize,Lightning,1
swshp-SWSH094,Thunder,Lightning,2
swshp-SWSH094,Thunder,Colorless,1
swshp-SWSH095,First Step,Colorless,1
swshp-SWSH095,Tail Whap,Colorless,3
swshp-SWSH096,Bite,Psychic,1
swshp-SWSH096,Jet Assault,Psychic,2
swshp-SWSH097,Shred,Psychic,1
swshp-SWSH097,Max Phantom,Psychic,2
swshp-SWSH098,Venomous Fang,Darkness,1
swshp-SWSH098,Venomous Fang,Colorless,1
swshp-SWSH099,Stealth Poison,Darkness,1
swshp-SWSH099,Stealth Poison,Colorless,1
swshp-SWSH099,Max Cutter,Darkness,2
swshp-SWSH099,Max Cutter,Colorless,1
swshp-SWSH100,Leaf Drain,Grass,1
swshp-SWSH100,Leaf Drain,Colorless,1
swshp-SWSH100,Double-Edge,Grass,2
swshp-SWSH100,Double-Edge,Colorless,1
swshp-SWSH101,Water Gun,Water,1
swshp-SWSH101,Torrential Cannon,Water,3
swshp-SWSH102,Forest Storm,Colorless,2
swshp-SWSH102,G-Max Bloom,Grass,2
swshp-SWSH102,G-Max Bloom,Colorless,2
swshp-SWSH103,Grand Falls,Water,3
swshp-SWSH103,G-Max Bombard,Water,4
swshp-SWSH104,Spreading Flames,Colorless,1
swshp-SWSH104,Energy Burst,Fire,2
swshp-SWSH105,Magical Shot,Psychic,1
swshp-SWSH105,Swelling Pulse,Psychic,2
swshp-SWSH105,Swelling Pulse,Colorless,1
swshp-SWSH106,Low Kick,Fighting,1
swshp-SWSH106,Brawny Knuckle,Fighting,4
swshp-SWSH107,Spiral Kick,Fighting,1
swshp-SWSH107,Spiral Kick,Colorless,1
swshp-SWSH107,Sonic Legs,Fighting,2
swshp-SWSH107,Sonic Legs,Colorless,1
swshp-SWSH108,Swirling Slice,Water,1
swshp-SWSH108,Swirling Slice,Colorless,2
swshp-SWSH109,Cragalanche,Darkness,1
swshp-SWSH109,Cragalanche,Colorless,2
swshp-SWSH109,Single Strike Crush,Darkness,2
swshp-SWSH109,Single Strike Crush,Colorless,2
swshp-SWSH110,Venomous Fang,Darkness,1
swshp-SWSH110,Venomous Fang,Colorless,1
swshp-SWSH111,Libra Horn,Colorless,2
swshp-SWSH111,Psychic,Psychic,2
swshp-SWSH112,Fireball Shot,Fire,1
swshp-SWSH112,Fireball Shot,Colorless,1
swshp-SWSH113,Waterfall,Colorless,2
swshp-SWSH114,Crescent Glow,Psychic,1
swshp-SWSH114,Photon Laser,Psychic,2
swshp-SWSH115,Fling,Fighting,1
swshp-SWSH116,Famished,Colorless,1
swshp-SWSH116,Thunder Shock,Lightning,1
swshp-SWSH116,Thunder Shock,Colorless,1
swshp-SWSH117,Stampede,Fighting,1
swshp-SWSH117,Strike Back,Fighting,1
swshp-SWSH117,Strike Back,Colorless,1
swshp-SWSH118,Signs of Evolution,Colorless,1
swshp-SWSH118,Wild Kick,Colorless,2
swshp-SWSH119,Slap Push,Colorless,2
swshp-SWSH119,Single Strike Tackle,Colorless,3
swshp-SWSH122,Electro Ball,Lightning,2
swshp-SWSH122,Electro Ball,Colorless,1
swshp-SWSH123,Psylaser,Psychic,2
swshp-SWSH123,Psylaser,Colorless,1
swshp-SWSH124,Zapper Kick,Fighting,2
swshp-SWSH124,Zapper Kick,Colorless,1
swshp-SWSH125,Fiery Wrath,Darkness,2
swshp-SWSH125,Fiery Wrath,Colorless,1
swshp-SWSH126,Everyone Laze Around,Colorless,1
swshp-SWSH126,Tail Whap,Colorless,3
swshp-SWSH127,Be Prepared,Colorless,1
swshp-SWSH127,Bite,Colorless,3
swshp-SWSH128,Ice Bonus,Water,1
swshp-SWSH128,Headbutt Bounce,Water,2
swshp-SWSH128,Headbutt Bounce,Colorless,1
swshp-SWSH129,Blindside,Darkness,1
swshp-SWSH129,Moon Mirage,Darkness,1
swshp-SWSH129,Moon Mirage,Colorless,2
swshp-SWSH130,Blizzard,Water,1
swshp-SWSH130,Blizzard,Colorless,1
swshp-SWSH130,Frost Stamp,Water,2
swshp-SWSH130,Frost Stamp,Colorless,1
swshp-SWSH131,Cloak in Shadows,Psychic,1
swshp-SWSH131,Hollow Binding,Psychic,2
swshp-SWSH131,Hollow Binding,Colorless,1
swshp-SWSH132,Mach Turn,Psychic,1
swshp-SWSH132,Diving Swipe,Psychic,2
swshp-SWSH132,Diving Swipe,Colorless,1
swshp-SWSH133,Flamethrower,Fire,2
swshp-SWSH133,Flamethrower,Colorless,1
swshp-SWSH134,Disarming Voice,Colorless,2
swshp-SWSH134,Tricky Ribbon,Psychic,1
swshp-SWSH134,Tricky Ribbon,Colorless,2
swshp-SWSH135,Brave Blade,Metal,2
swshp-SWSH135,Brave Blade,Colorless,1
swshp-SWSH136,Filch,Water,1
swshp-SWSH136,Wet Claw,Water,1
swshp-SWSH136,Wet Claw,Colorless,1
swshp-SWSH137,Slow Ballad,Colorless,1
swshp-SWSH137,Beatdown Smash,Lightning,2
swshp-SWSH137,Beatdown Smash,Colorless,1
swshp-SWSH138,Bite,Colorless,2
swshp-SWSH138,Berserker Blade,Darkness,2
swshp-SWSH138,Berserker Blade,Colorless,1
swshp-SWSH139,Union Gain,Colorless,1
swshp-SWSH139,Shocking Shock,Lightning,1
swshp-SWSH139,Shocking Shock,Colorless,1
swshp-SWSH139,Disconnect,Lightning,2
swshp-SWSH139,Disconnect,Colorless,1
swshp-SWSH139,Electro Ball Together,Lightning,2
swshp-SWSH139,Electro Ball Together,Colorless,1
swshp-SWSH140,Union Gain,Colorless,1
swshp-SWSH140,Shocking Shock,Lightning,1
swshp-SWSH140,Shocking Shock,Colorless,1
swshp-SWSH140,Disconnect,Lightning,2
swshp-SWSH140,Disconnect,Colorless,1
swshp-SWSH140,Electro Ball Together,Lightning,2
swshp-SWSH140,Electro Ball Together,Colorless,1
