id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
swsh12-205,Furisode Girl,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. You may switch that Pokémon with your Active Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-205','Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck. You may switch that Pokémon with your Active Pokémon., You may play only 1 Supporter card during your turn.');"
swsh12-206,Lance,"Search your deck for up to 3 Dragon Pokémon, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-206','Search your deck for up to 3 Dragon Pokémon, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12-207,Serena,"Choose 1: • Discard up to 3 cards from your hand. (You must discard at least 1 card.) If you do, draw cards until you have 5 cards in your hand. • Switch 1 of your opponent''s Benched Pokémon V with their Active Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-207','Choose 1: • Discard up to 3 cards from your hand. (You must discard at least 1 card.) If you do, draw cards until you have 5 cards in your hand. • Switch 1 of your opponent''s Benched Pokémon V with their Active Pokémon., You may play only 1 Supporter card during your turn.');"
swsh12-208,Wallace,"Draw 3 cards. Your opponent may draw a card. If they do, draw 1 more card., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-208','Draw 3 cards. Your opponent may draw a card. If they do, draw 1 more card., You may play only 1 Supporter card during your turn.');"
swsh12-209,Worker,"Draw 3 cards. Discard a Stadium in play., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-209','Draw 3 cards. Discard a Stadium in play., You may play only 1 Supporter card during your turn.');"
swsh12-212,Energy Switch,"Move a basic Energy from 1 of your Pokémon to another of your Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12-212','Move a basic Energy from 1 of your Pokémon to another of your Pokémon., You may play any number of Item cards during your turn.');"
swsh12-213,Gapejaw Bog,"Whenever either player puts a Basic Pokémon from their hand onto their Bench, put 2 damage counters on that Pokémon.","insert into trainer_cards (id,card_rule) values('swsh12-213','Whenever either player puts a Basic Pokémon from their hand onto their Bench, put 2 damage counters on that Pokémon.');"
swsh12-214,Leafy Camo Poncho,"Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to the Pokémon VSTAR or Pokémon VMAX this card is attached to., You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached.","insert into trainer_cards (id,card_rule) values('swsh12-214','Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to the Pokémon VSTAR or Pokémon VMAX this card is attached to., You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached.');"
swsh12pt5-123,Bea,"Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched Fighting Pokémon in any way you like., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-123','Discard the top 5 cards of your deck, and attach any Energy cards you discarded in this way to your Benched Fighting Pokémon in any way you like., You may play only 1 Supporter card during your turn.');"
swsh12pt5-124,Bede,"Attach a basic Energy card from your hand to 1 of your Benched Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-124','Attach a basic Energy card from your hand to 1 of your Benched Pokémon., You may play only 1 Supporter card during your turn.');"
swsh12pt5-125,Crushing Hammer,"Flip a coin. If heads, discard an Energy from 1 of your opponent''s Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-125','Flip a coin. If heads, discard an Energy from 1 of your opponent''s Pokémon., You may play any number of Item cards during your turn.');"
swsh12pt5-126,Digging Duo,"Flip a coin. If heads, look at the bottom 8 cards of your deck and put 1 of them into your hand. If tails, look at the bottom 3 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-126','Flip a coin. If heads, look at the bottom 8 cards of your deck and put 1 of them into your hand. If tails, look at the bottom 3 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5-127,Energy Retrieval,"Put up to 2 basic Energy cards from your discard pile into your hand., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-127','Put up to 2 basic Energy cards from your discard pile into your hand., You may play any number of Item cards during your turn.');"
swsh12pt5-128,Energy Search,"Search your deck for a basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-128','Search your deck for a basic Energy card, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh12pt5-129,Energy Switch,"Move a basic Energy from 1 of your Pokémon to another of your Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-129','Move a basic Energy from 1 of your Pokémon to another of your Pokémon., You may play any number of Item cards during your turn.');"
swsh12pt5-130,Friends in Hisui,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-130','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-131,Friends in Sinnoh,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-131','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-132,Great Ball,"Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-132','Look at the top 7 cards of your deck. You may reveal a Pokémon you find there and put it into your hand. Shuffle the other cards back into your deck., You may play any number of Item cards during your turn.');"
swsh12pt5-133,Hop,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-133','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-134,Leon,"During this turn, your Pokémon''s attacks do 30 more damage to your opponent''s Active Pokémon (before applying Weakness and Resistance)., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-134','During this turn, your Pokémon''s attacks do 30 more damage to your opponent''s Active Pokémon (before applying Weakness and Resistance)., You may play only 1 Supporter card during your turn.');"
swsh12pt5-135,Lost Vacuum,"You can use this card only if you put another card from your hand in the Lost Zone. Choose a Pokémon Tool attached to any Pokémon, or any Stadium in play, and put it in the Lost Zone., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-135','You can use this card only if you put another card from your hand in the Lost Zone. Choose a Pokémon Tool attached to any Pokémon, or any Stadium in play, and put it in the Lost Zone., You may play any number of Item cards during your turn.');"
swsh12pt5-136,Nessa,"Put up to 4 in any combination of Water Pokémon and Water Energy cards from your discard pile into your hand., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-136','Put up to 4 in any combination of Water Pokémon and Water Energy cards from your discard pile into your hand., You may play only 1 Supporter card during your turn.');"
swsh12pt5-137,Poké Ball,"Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-137','Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh12pt5-138,Pokémon Catcher,"Flip a coin. If heads, switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-138','Flip a coin. If heads, switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play any number of Item cards during your turn.');"
swsh12pt5-139,Potion,"Heal 30 damage from 1 of your Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-139','Heal 30 damage from 1 of your Pokémon., You may play any number of Item cards during your turn.');"
swsh12pt5-140,Raihan,"You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-140','You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5-141,Rare Candy,"Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card onto the Basic Pokémon to evolve it, skipping the Stage 1. You can''t use this card during your first turn or on a Basic Pokémon that was put into play this turn., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-141','Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card onto the Basic Pokémon to evolve it, skipping the Stage 1. You can''t use this card during your first turn or on a Basic Pokémon that was put into play this turn., You may play any number of Item cards during your turn.');"
swsh12pt5-142,Rescue Carrier,"Put up to 2 Pokémon, each with 90 HP or less, from your discard pile into your hand., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-142','Put up to 2 Pokémon, each with 90 HP or less, from your discard pile into your hand., You may play any number of Item cards during your turn.');"
swsh12pt5-143,Sky Seal Stone,"The Pokémon V this card is attached to can use the VSTAR Power on this card. Star Order During your turn, you may use this Ability. During this turn, if your opponent''s Active Pokémon VSTAR or Active Pokémon VMAX is Knocked Out by damage from an attack from your Basic Pokémon V, take 1 more Prize card. (You can''t use more than 1 VSTAR Power in a game.), You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached.","insert into trainer_cards (id,card_rule) values('swsh12pt5-143','The Pokémon V this card is attached to can use the VSTAR Power on this card. Star Order During your turn, you may use this Ability. During this turn, if your opponent''s Active Pokémon VSTAR or Active Pokémon VMAX is Knocked Out by damage from an attack from your Basic Pokémon V, take 1 more Prize card. (You can''t use more than 1 VSTAR Power in a game.), You may play any number of Item cards during your turn., Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached.');"
swsh12pt5-144,Switch,"Switch your Active Pokémon with 1 of your Benched Pokémon., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-144','Switch your Active Pokémon with 1 of your Benched Pokémon., You may play any number of Item cards during your turn.');"
swsh12pt5-145,Trekking Shoes,"Look at the top card of your deck. You may put that card into your hand. If you don''t, discard that card and draw a card., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-145','Look at the top card of your deck. You may put that card into your hand. If you don''t, discard that card and draw a card., You may play any number of Item cards during your turn.');"
swsh12pt5-146,Ultra Ball,"You can use this card only if you discard 2 other cards from your hand. Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-146','You can use this card only if you discard 2 other cards from your hand. Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh12pt5-147,Elesa''s Sparkle,"Choose up to 2 of your Fusion Strike Pokémon. For each of those Pokémon, search your deck for a Fusion Strike Energy card and attach it to that Pokémon. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-147','Choose up to 2 of your Fusion Strike Pokémon. For each of those Pokémon, search your deck for a Fusion Strike Energy card and attach it to that Pokémon. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5-148,Friends in Hisui,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-148','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-149,Friends in Sinnoh,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-149','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-150,Professor''s Research,"Discard your hand and draw 7 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-150','Discard your hand and draw 7 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5-151,Volo,"Discard 1 of your Benched Pokémon V and all attached cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5-151','Discard 1 of your Benched Pokémon V and all attached cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG57,Adaman,"You can use this card only if you discard 2 Metal Energy cards from your hand. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG57','You can use this card only if you discard 2 Metal Energy cards from your hand. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG58,Cheren''s Care,"Put 1 of your Colorless Pokémon that has any damage counters on it and all attached cards into your hand., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG58','Put 1 of your Colorless Pokémon that has any damage counters on it and all attached cards into your hand., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG59,Colress''s Experiment,"Look at the top 5 cards of your deck and put 3 of them into your hand. Put the other cards in the Lost Zone., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG59','Look at the top 5 cards of your deck and put 3 of them into your hand. Put the other cards in the Lost Zone., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG60,Cynthia''s Ambition,"Draw cards until you have 5 cards in your hand. If any of your Pokémon were Knocked Out during your opponent''s last turn, draw cards until you have 8 cards in your hand instead., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG60','Draw cards until you have 5 cards in your hand. If any of your Pokémon were Knocked Out during your opponent''s last turn, draw cards until you have 8 cards in your hand instead., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG61,Gardenia''s Vigor,"Draw 2 cards. If you drew any cards in this way, attach up to 2 Grass Energy cards from your hand to 1 of your Benched Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG61','Draw 2 cards. If you drew any cards in this way, attach up to 2 Grass Energy cards from your hand to 1 of your Benched Pokémon., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG62,Grant,"During this turn, your Fighting Pokémon''s attacks do 30 more damage to your opponent''s Active Pokémon (before applying Weakness and Resistance). During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn''t use up your Supporter card for the turn.), You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG62','During this turn, your Fighting Pokémon''s attacks do 30 more damage to your opponent''s Active Pokémon (before applying Weakness and Resistance). During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn''t use up your Supporter card for the turn.), You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG63,Irida,"Search your deck for a Water Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG63','Search your deck for a Water Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG64,Melony,"Attach a Water Energy card from your discard pile to 1 of your Pokémon V. If you do, draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG64','Attach a Water Energy card from your discard pile to 1 of your Pokémon V. If you do, draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG65,Raihan,"You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG65','You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12pt5gg-GG66,Roxanne,"You can use this card only if your opponent has 3 or fewer Prize cards remaining. Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12pt5gg-GG66','You can use this card only if your opponent has 3 or fewer Prize cards remaining. Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG23,Friends in Galar,"Draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG23','Draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG24,Gordie,"Look at the top 7 cards of your deck. You may reveal any number of Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG24','Look at the top 7 cards of your deck. You may reveal any number of Energy cards you find there and put them into your hand. Shuffle the other cards back into your deck., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG25,Judge,"Each player shuffles their hand into their deck and draws 4 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG25','Each player shuffles their hand into their deck and draws 4 cards., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG26,Professor Burnet,"Search your deck for up to 2 cards and discard them. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG26','Search your deck for up to 2 cards and discard them. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG27,Raihan,"You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG27','You can play this card only if any of your Pokémon were Knocked Out during your opponent''s last turn. Attach a basic Energy card from your discard pile to 1 of your Pokémon. If you do, search your deck for a card and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh12tg-TG28,Sordward & Shielbert,"Choose a Trainer card from your discard pile. Then, ask your opponent if you may put it into your hand. If yes, put that card into your hand. If no, draw 3 cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh12tg-TG28','Choose a Trainer card from your discard pile. Then, ask your opponent if you may put it into your hand. If yes, put that card into your hand. If no, draw 3 cards., You may play only 1 Supporter card during your turn.');"
swsh2-154,Boss''s Orders,"Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-154','Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.');"
swsh2-155,Burning Scarf,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Fire Pokémon this card is attached to is in the Active Spot and is damaged by an opponent''s attack (even if it is Knocked Out), the Attacking Pokémon is now Burned., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-155','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Fire Pokémon this card is attached to is in the Active Spot and is damaged by an opponent''s attack (even if it is Knocked Out), the Attacking Pokémon is now Burned., You may play any number of Item cards during your turn.');"
swsh2-156,Capacious Bucket,"Search your deck for up to 2 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-156','Search your deck for up to 2 Water Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh2-157,Cursed Shovel,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Pokémon this card is attached to is Knocked Out by damage from an opponent''s attack, discard the top 2 cards of your opponent''s deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-157','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached., If the Pokémon this card is attached to is Knocked Out by damage from an opponent''s attack, discard the top 2 cards of your opponent''s deck., You may play any number of Item cards during your turn.');"
swsh2-158,Dan,"Draw 2 cards. You and your opponent play Rock-Paper-Scissors until someone wins. If you win, draw 2 more cards., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-158','Draw 2 cards. You and your opponent play Rock-Paper-Scissors until someone wins. If you win, draw 2 more cards., You may play only 1 Supporter card during your turn.');"
swsh2-159,Full Heal,"Your Active Pokémon recovers from all Special Conditions., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-159','Your Active Pokémon recovers from all Special Conditions., You may play any number of Item cards during your turn.');"
swsh2-160,Galar Mine,"The Retreat Cost of both Active Pokémon is ColorlessColorless more., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('swsh2-160','The Retreat Cost of both Active Pokémon is ColorlessColorless more., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.');"
swsh2-161,Milo,"Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-161','Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.');"
swsh2-162,Nugget,"You can play this card only if you drew it from your deck at the beginning of your turn, before you put it into your hand., Draw 3 cards., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-162','You can play this card only if you drew it from your deck at the beginning of your turn, before you put it into your hand., Draw 3 cards., You may play any number of Item cards during your turn.');"
swsh2-163,Oleana,"You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-163','You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.');"
swsh2-164,Poké Ball,"Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-164','Flip a coin. If heads, search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck., You may play any number of Item cards during your turn.');"
swsh2-165,Scoop Up Net,"Put 1 of your Pokémon that isn''t a Pokémon V or a Pokémon-GX into your hand. (Discard all attached cards.), You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-165','Put 1 of your Pokémon that isn''t a Pokémon V or a Pokémon-GX into your hand. (Discard all attached cards.), You may play any number of Item cards during your turn.');"
swsh2-166,Skyla,"Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-166','Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh2-167,Sonia,"Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-167','Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh2-168,Tool Scrapper,"Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent''s) and discard them., You may play any number of Item cards during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-168','Choose up to 2 Pokémon Tools attached to Pokémon (yours or your opponent''s) and discard them., You may play any number of Item cards during your turn.');"
swsh2-169,Training Court,"Once during each player''s turn, that player may put a basic Energy card from their discard pile into their hand., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('swsh2-169','Once during each player''s turn, that player may put a basic Energy card from their discard pile into their hand., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.');"
swsh2-170,Turffield Stadium,"Once during each player''s turn, that player may search their deck for an Evolution Grass Pokémon, reveal it, and put it into their hand. Then, that player shuffles their deck., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.","insert into trainer_cards (id,card_rule) values('swsh2-170','Once during each player''s turn, that player may search their deck for an Evolution Grass Pokémon, reveal it, and put it into their hand. Then, that player shuffles their deck., This Stadium stays in play when you play it. Discard it if another Stadium comes into play. If a Stadium with the same name is in play, you can''t play this card.');"
swsh2-189,Boss''s Orders,"Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-189','Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.');"
swsh2-190,Milo,"Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-190','Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.');"
swsh2-191,Oleana,"You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-191','You can play this card only if you discard 2 other cards from your hand., Your opponent reveals their hand. Put a Trainer card you find there on the bottom of their deck., You may play only 1 Supporter card during your turn.');"
swsh2-192,Sonia,"Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-192','Search your deck for up to 2 Basic Pokémon or up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.');"
swsh2-200,Boss''s Orders,"Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-200','Switch 1 of your opponent''s Benched Pokémon with their Active Pokémon., You may play only 1 Supporter card during your turn.');"
swsh2-201,Milo,"Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.","insert into trainer_cards (id,card_rule) values('swsh2-201','Discard up to 2 cards from your hand, and draw 2 cards for each card you discarded in this way., You may play only 1 Supporter card during your turn.');"
