id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
swsh3-112,Nickit,[827],,70,Darkness,,,Grass,×2
swsh3-113,Thievul,[828],,100,Darkness,,Nickit,Grass,×2
swsh3-114,Grimmsnarl V,[861],,220,Darkness,,,Grass,×2
swsh3-115,Grimmsnarl VMAX,[861],,330,Darkness,,Grimmsnarl V,Grass,×2
swsh3-116,Eternatus V,[890],,220,Darkness,,,Fighting,×2
swsh3-117,Eternatus VMAX,[890],,340,Darkness,,Eternatus V,Fighting,×2
swsh3-118,Scizor V,[212],,210,Metal,,,Fire,×2
swsh3-119,Scizor VMAX,[212],,320,Metal,,Scizor V,Fire,×2
swsh3-120,Skarmory,[227],,120,Metal,,,Lightning,×2
swsh3-121,Aron,[304],,70,Metal,,,Fire,×2
swsh3-122,Lairon,[305],,100,Metal,,Aron,Fire,×2
swsh3-123,Aggron,[306],,160,Metal,,Lairon,Fire,×2
swsh3-124,Escavalier,[589],,120,Metal,,Karrablast,Fire,×2
swsh3-125,Klink,[599],,60,Metal,,,Fire,×2
swsh3-126,Klang,[600],,90,Metal,,Klink,Fire,×2
swsh3-127,Klinklang,[601],,150,Metal,,Klang,Fire,×2
swsh3-128,Galarian Stunfisk V,[618],,200,Metal,,,Fire,×2
swsh3-129,Meltan,[808],,70,Metal,,,Fire,×2
swsh3-130,Melmetal,[809],,150,Metal,,Meltan,Fire,×2
swsh3-131,Cufant,[878],,100,Metal,,,Fire,×2
swsh3-132,Copperajah,[879],,190,Metal,,Cufant,Fire,×2
swsh3-133,Kangaskhan,[115],,130,Colorless,,,Fighting,×2
swsh3-134,Tauros,[128],,110,Colorless,,,Fighting,×2
swsh3-135,Sentret,[161],,60,Colorless,,,Fighting,×2
swsh3-136,Furret,[162],,110,Colorless,,Sentret,Fighting,×2
swsh3-137,Dunsparce,[206],,60,Colorless,,,Fighting,×2
swsh3-138,Teddiursa,[216],,70,Colorless,,,Fighting,×2
swsh3-139,Ursaring,[217],,140,Colorless,,Teddiursa,Fighting,×2
swsh3-140,Lugia,[249],,130,Colorless,,,Lightning,×2
swsh3-141,Skitty,[300],,60,Colorless,,,Fighting,×2
swsh3-142,Delcatty,[301],,100,Colorless,,Skitty,Fighting,×2
swsh3-143,Salamence V,[373],,220,Colorless,,,Lightning,×2
swsh3-144,Salamence VMAX,[373],,320,Colorless,,Salamence V,Lightning,×2
swsh3-145,Starly,[396],,50,Colorless,,,Lightning,×2
swsh3-146,Staravia,[397],,80,Colorless,,Starly,Lightning,×2
swsh3-147,Staraptor,[398],,150,Colorless,,Staravia,Lightning,×2
swsh3-148,Ducklett,[580],,50,Colorless,,,Lightning,×2
swsh3-149,Swanna,[581],,110,Colorless,,Ducklett,Lightning,×2
swsh3-150,Bunnelby,[659],,40,Colorless,,,Fighting,×2
swsh3-151,Fletchling,[661],,60,Colorless,,,Lightning,×2
swsh3-152,Skwovet,[819],,70,Colorless,,,Fighting,×2
swsh3-153,Greedent,[820],,120,Colorless,,Skwovet,Fighting,×2
swsh3-154,Rookidee,[821],,60,Colorless,,,Lightning,×2
swsh3-155,Corvisquire,[822],,80,Colorless,,Rookidee,Lightning,×2
swsh3-156,Corviknight,[823],,160,Colorless,,Corvisquire,Lightning,×2
swsh3-177,Butterfree V,[12],,190,Grass,,,Fire,×2
swsh3-178,Houndoom V,[229],,210,Fire,,,Water,×2
swsh3-179,Centiskorch V,[851],,210,Fire,,,Water,×2
swsh3-180,Vikavolt V,[738],,210,Lightning,,,Fighting,×2
swsh3-181,Rhyperior V,[464],,230,Fighting,,,Grass,×2
swsh3-182,Crobat V,[169],,180,Darkness,,,Fighting,×2
swsh3-183,Scizor V,[212],,210,Metal,,,Fire,×2
swsh3-184,Galarian Stunfisk V,[618],,200,Metal,,,Fire,×2
swsh3-185,Salamence V,[373],,220,Colorless,,,Lightning,×2
swsh3-190,Butterfree VMAX,[12],,300,Grass,,Butterfree V,Fire,×2
swsh3-191,Centiskorch VMAX,[851],,320,Fire,,Centiskorch V,Water,×2
swsh3-192,Eternatus VMAX,[890],,340,Darkness,,Eternatus V,Fighting,×2
swsh3-193,Scizor VMAX,[212],,320,Metal,,Scizor V,Fire,×2
swsh3-194,Salamence VMAX,[373],,320,Colorless,,Salamence V,Lightning,×2
swsh3-197,Rillaboom,[812],,170,Grass,,Thwackey,Fire,×2
swsh3-198,Coalossal,[839],,160,Fighting,,Carkol,Grass,×2
swsh35-1,Venusaur V,[3],,220,Grass,,,Fire,×2
swsh35-2,Weedle,[13],,60,Grass,,,Fire,×2
swsh35-3,Kakuna,[14],,80,Grass,,Weedle,Fire,×2
swsh35-4,Beedrill,[15],,140,Grass,,Kakuna,Fire,×2
swsh35-5,Eldegoss V,[830],,180,Grass,,,Fire,×2
swsh35-6,Vulpix,[37],,60,Fire,,,Water,×2
swsh35-7,Victini,[494],,70,Fire,,,Water,×2
swsh35-8,Incineroar V,[727],,220,Fire,,,Water,×2
swsh35-9,Sizzlipede,[850],,70,Fire,,,Water,×2
swsh35-10,Centiskorch,[851],,130,Fire,,Sizzlipede,Water,×2
swsh35-11,Carvanha,[318],,60,Water,,,Lightning,×2
swsh35-12,Sharpedo,[319],,110,Water,,Carvanha,Lightning,×2
swsh35-13,Wailord V,[321],,280,Water,,,Lightning,×2
swsh35-14,Drednaw V,[834],,210,Water,,,Lightning,×2
swsh35-15,Drednaw VMAX,[834],,320,Water,,Drednaw V,Lightning,×2
swsh35-16,Gardevoir V,[282],,210,Psychic,,,Metal,×2
swsh35-17,Gardevoir VMAX,[282],,320,Psychic,,Gardevoir V,Metal,×2
swsh35-18,Hatenna,[856],,60,Psychic,,,Darkness,×2
swsh35-19,Hattrem,[857],,90,Psychic,,Hatenna,Darkness,×2
swsh35-20,Hatterene,[858],,150,Psychic,,Hattrem,Darkness,×2
swsh35-21,Galarian Cursola V,[864],,190,Psychic,,,Darkness,×2
swsh35-22,Alcremie V,[869],,170,Psychic,,,Metal,×2
swsh35-23,Alcremie VMAX,[869],,310,Psychic,,Alcremie V,Metal,×2
swsh35-24,Machop,[66],,70,Fighting,,,Psychic,×2
swsh35-25,Machoke,[67],,110,Fighting,,Machop,Psychic,×2
swsh35-26,Machamp,[68],,170,Fighting,,Machoke,Psychic,×2
swsh35-27,Lucario V,[448],,210,Fighting,,,Psychic,×2
swsh35-28,Zygarde,[718],,140,Fighting,,,Grass,×2
swsh35-29,Rockruff,[744],,70,Fighting,,,Grass,×2
swsh35-30,Lycanroc,[745],,120,Fighting,,Rockruff,Grass,×2
swsh35-31,Rolycoly,[837],,70,Fighting,,,Grass,×2
swsh35-32,Grapploct V,[853],,210,Fighting,,,Psychic,×2
swsh35-33,Ekans,[23],,70,Darkness,,,Fighting,×2
swsh35-34,Arbok,[24],,120,Darkness,,Ekans,Fighting,×2
swsh35-35,Galarian Zigzagoon,[263],,70,Darkness,,,Grass,×2
swsh35-36,Galarian Linoone,[264],,100,Darkness,,Galarian Zigzagoon,Grass,×2
swsh35-37,Galarian Obstagoon,[862],,170,Darkness,,Galarian Linoone,Grass,×2
swsh35-38,Absol,[359],,100,Darkness,,,Grass,×2
swsh35-39,Purrloin,[509],,70,Darkness,,,Grass,×2
swsh35-40,Liepard,[510],,100,Darkness,,Purrloin,Grass,×2
swsh35-41,Scraggy,[559],,70,Darkness,,,Grass,×2
swsh35-42,Scrafty,[560],,120,Darkness,,Scraggy,Grass,×2
swsh35-43,Trubbish,[568],,60,Darkness,,,Fighting,×2
swsh35-44,Inkay,[686],,60,Darkness,,,Grass,×2
swsh35-45,Malamar,[687],,120,Darkness,,Inkay,Grass,×2
swsh35-46,Nickit,[827],,70,Darkness,,,Grass,×2
swsh35-47,Duraludon V,[884],,220,Metal,,,Fire,×2
swsh35-48,Swablu,[333],,50,Colorless,,,Lightning,×2
swsh35-49,Altaria,[334],,110,Colorless,,Swablu,Lightning,×2
swsh35-69,Drednaw V,[834],,210,Water,,,Lightning,×2
swsh35-70,Gardevoir V,[282],,210,Psychic,,,Metal,×2
swsh35-71,Galarian Cursola V,[864],,190,Psychic,,,Darkness,×2
swsh35-72,Grapploct V,[853],,210,Fighting,,,Psychic,×2
swsh35-74,Charizard VMAX,[6],,330,Fire,,Charizard V,Water,×2
swsh35-75,Drednaw VMAX,[834],,320,Water,,Drednaw V,Lightning,×2
swsh35-76,Gardevoir VMAX,[282],,320,Psychic,,Gardevoir V,Metal,×2
swsh35-79,Charizard V,[6],,220,Fire,,,Water,×2
swsh4-1,Weedle,[13],,40,Grass,,,Fire,×2
swsh4-2,Kakuna,[14],,80,Grass,,Weedle,Fire,×2
swsh4-3,Beedrill,[15],,130,Grass,,Kakuna,Fire,×2
swsh4-4,Exeggcute,[102],,60,Grass,,,Fire,×2
swsh4-5,Exeggutor,[103],,140,Grass,,Exeggcute,Fire,×2
swsh4-6,Yanma,[193],,80,Grass,,,Fire,×2
swsh4-7,Yanmega,[469],,130,Grass,,Yanma,Fire,×2
swsh4-8,Pineco,[204],,60,Grass,,,Fire,×2
swsh4-9,Celebi,[251],,60,Grass,,,Fire,×2
swsh4-10,Seedot,[273],,60,Grass,,,Fire,×2
swsh4-11,Nuzleaf,[274],,80,Grass,,Seedot,Fire,×2
swsh4-12,Shiftry,[275],,150,Grass,,Nuzleaf,Fire,×2
swsh4-13,Nincada,[290],,40,Grass,,,Fire,×2
swsh4-14,Ninjask,[291],,60,Grass,,Nincada,Fire,×2
swsh4-15,Shaymin,[492],,70,Grass,,,Fire,×2
swsh4-16,Genesect,[649],,120,Grass,,,Fire,×2
swsh4-17,Skiddo,[672],,70,Grass,,,Fire,×2
swsh4-18,Gogoat,[673],,130,Grass,,Skiddo,Fire,×2
swsh4-19,Dhelmise,[781],,130,Grass,,,Fire,×2
swsh4-20,Orbeetle V,[826],,180,Grass,,,Fire,×2
swsh4-21,Orbeetle VMAX,[826],,310,Grass,,Orbeetle V,Fire,×2
swsh4-22,Zarude V,[893],,210,Grass,,,Fire,×2
swsh4-23,Charmander,[4],,70,Fire,,,Water,×2
swsh4-24,Charmeleon,[5],,90,Fire,,Charmander,Water,×2
swsh4-25,Charizard,[6],,170,Fire,,Charmeleon,Water,×2
swsh4-26,Flareon,[136],,110,Fire,,Eevee,Water,×2
swsh4-27,Slugma,[218],,70,Fire,,,Water,×2
swsh4-28,Magcargo,[219],,130,Fire,,Slugma,Water,×2
swsh4-29,Talonflame V,[663],,190,Fire,,,Lightning,×2
swsh4-30,Vaporeon,[134],,110,Water,,Eevee,Lightning,×2
swsh4-31,Wailmer,[320],,100,Water,,,Lightning,×2
swsh4-32,Wailord,[321],,200,Water,,Wailmer,Lightning,×2
swsh4-33,Oshawott,[501],,70,Water,,,Lightning,×2
swsh4-34,Dewott,[502],,90,Water,,Oshawott,Lightning,×2
swsh4-35,Samurott,[503],,160,Water,,Dewott,Lightning,×2
swsh4-36,Galarian Darmanitan V,[555],,220,Water,,,Metal,×2
swsh4-37,Galarian Darmanitan VMAX,[555],,320,Water,,Galarian Darmanitan V,Metal,×2
swsh4-38,Chewtle,[833],,80,Water,,,Lightning,×2
swsh4-39,Drednaw,[834],,140,Water,,Chewtle,Lightning,×2
swsh4-40,Cramorant,[845],,110,Water,,,Lightning,×2
swsh4-41,Arrokuda,[846],,60,Water,,,Lightning,×2
swsh4-42,Barraskewda,[847],,120,Water,,Arrokuda,Lightning,×2
swsh4-43,Pikachu V,[25],,190,Lightning,,,Fighting,×2
swsh4-44,Pikachu VMAX,[25],,310,Lightning,,Pikachu V,Fighting,×2
swsh4-45,Voltorb,[100],,60,Lightning,,,Fighting,×2
swsh4-46,Electrode,[101],,90,Lightning,,Voltorb,Fighting,×2
swsh4-47,Jolteon,[135],,100,Lightning,,Eevee,Fighting,×2
swsh4-48,Zapdos,[145],,110,Lightning,,,Lightning,×2
swsh4-49,Ampharos V,[181],,210,Lightning,,,Fighting,×2
swsh4-50,Raikou,[243],,110,Lightning,,,Fighting,×2
swsh4-51,Electrike,[309],,60,Lightning,,,Fighting,×2
swsh4-52,Manectric,[310],,120,Lightning,,Electrike,Fighting,×2
swsh4-53,Blitzle,[522],,60,Lightning,,,Fighting,×2
swsh4-54,Zebstrika,[523],,110,Lightning,,Blitzle,Fighting,×2
swsh4-55,Joltik,[595],,40,Lightning,,,Fighting,×2
swsh4-56,Galvantula,[596],,90,Lightning,,Joltik,Fighting,×2
swsh4-57,Tynamo,[602],,40,Lightning,,,Fighting,×2
swsh4-58,Eelektrik,[603],,90,Lightning,,Tynamo,Fighting,×2
swsh4-59,Eelektross,[604],,160,Lightning,,Eelektrik,Fighting,×2
swsh4-60,Zekrom,[644],,130,Lightning,,,Fighting,×2
swsh4-61,Zeraora,[807],,100,Lightning,,,Fighting,×2
swsh4-62,Pincurchin,[871],,80,Lightning,,,Fighting,×2
swsh4-63,Clefairy,[35],,60,Psychic,,,Metal,×2
swsh4-64,Clefable,[36],,100,Psychic,,Clefairy,Metal,×2
swsh4-65,Girafarig,[203],,90,Psychic,,,Darkness,×2
swsh4-66,Shedinja,[292],,30,Psychic,,,,
swsh4-67,Shuppet,[353],,60,Psychic,,,Darkness,×2
swsh4-68,Banette,[354],,90,Psychic,,Shuppet,Darkness,×2
swsh4-69,Duskull,[355],,60,Psychic,,,Darkness,×2
swsh4-70,Dusclops,[356],,90,Psychic,,Duskull,Darkness,×2
swsh4-71,Dusknoir,[477],,150,Psychic,,Dusclops,Darkness,×2
swsh4-72,Chimecho,[358],,70,Psychic,,,Darkness,×2
swsh4-73,Woobat,[527],,60,Psychic,,,Lightning,×2
swsh4-74,Swoobat,[528],,100,Psychic,,Woobat,Lightning,×2
swsh4-75,Cottonee,[546],,60,Psychic,,,Metal,×2
swsh4-76,Whimsicott,[547],,90,Psychic,,Cottonee,Metal,×2
swsh4-77,Dedenne,[702],,70,Psychic,,,Metal,×2
swsh4-78,Xerneas,[716],,130,Psychic,,,Metal,×2
swsh4-79,Diancie,[719],,90,Psychic,,,Metal,×2
swsh4-80,Milcery,[868],,50,Psychic,,,Metal,×2
swsh4-81,Alcremie,[869],,90,Psychic,,Milcery,Metal,×2
swsh4-82,Zacian,[888],,110,Psychic,,,Metal,×2
swsh4-83,Wooper,[194],,70,Fighting,,,Grass,×2
swsh4-84,Quagsire,[195],,120,Fighting,,Wooper,Grass,×2
swsh4-85,Shuckle,[213],,70,Fighting,,,Grass,×2
swsh4-86,Phanpy,[231],,70,Fighting,,,Grass,×2
swsh4-87,Donphan,[232],,150,Fighting,,Phanpy,Grass,×2
swsh4-88,Hitmontop,[237],,90,Fighting,,,Psychic,×2
swsh4-89,Regirock,[377],,130,Fighting,,,Grass,×2
swsh4-90,Riolu,[447],,70,Fighting,,,Psychic,×2
swsh4-91,Drilbur,[529],,70,Fighting,,,Grass,×2
swsh4-92,Terrakion,[639],,140,Fighting,,,Grass,×2
swsh4-93,Zygarde,[718],,150,Fighting,,,Grass,×2
swsh4-94,Rockruff,[744],,70,Fighting,,,Grass,×2
swsh4-95,Lycanroc,[745],,120,Fighting,,Rockruff,Grass,×2
swsh4-96,Mudbray,[749],,80,Fighting,,,Grass,×2
swsh4-97,Mudsdale,[750],,140,Fighting,,Mudbray,Grass,×2
swsh4-98,Coalossal V,[839],,220,Fighting,,,Grass,×2
swsh4-99,Coalossal VMAX,[839],,330,Fighting,,Coalossal V,Grass,×2
swsh4-100,Clobbopus,[852],,80,Fighting,,,Psychic,×2
swsh4-101,Grapploct,[853],,130,Fighting,,Clobbopus,Psychic,×2
swsh4-102,Zamazenta,[889],,110,Fighting,,,Psychic,×2
swsh4-103,Poochyena,[261],,70,Darkness,,,Grass,×2
swsh4-104,Mightyena,[262],,110,Darkness,,Poochyena,Grass,×2
swsh4-105,Sableye,[302],,70,Darkness,,,Grass,×2
swsh4-106,Drapion V,[452],,210,Darkness,,,Fighting,×2
swsh4-107,Sandile,[551],,70,Darkness,,,Grass,×2
swsh4-108,Krokorok,[552],,90,Darkness,,Sandile,Grass,×2
swsh4-109,Krookodile,[553],,150,Darkness,,Krokorok,Grass,×2
swsh4-110,Trubbish,[568],,70,Darkness,,,Fighting,×2
swsh4-111,Garbodor,[569],,120,Darkness,,Trubbish,Fighting,×2
swsh4-112,Galarian Meowth,[52],,70,Metal,,,Fire,×2
swsh4-113,Galarian Perrserker,[863],,120,Metal,,Galarian Meowth,Fire,×2
swsh4-114,Forretress,[205],,120,Metal,,Pineco,Fire,×2
swsh4-115,Steelix V,[208],,250,Metal,,,Fire,×2
swsh4-116,Beldum,[374],,70,Metal,,,Fire,×2
swsh4-117,Metang,[375],,100,Metal,,Beldum,Fire,×2
swsh4-118,Metagross,[376],,170,Metal,,Metang,Fire,×2
swsh4-119,Jirachi,[385],,70,Metal,,,Fire,×2
swsh4-120,Lucario,[448],,130,Metal,,Riolu,Fire,×2
swsh4-121,Dialga,[483],,130,Metal,,,Fire,×2
swsh4-122,Excadrill,[530],,130,Metal,,Drilbur,Fire,×2
swsh4-123,Ferroseed,[597],,60,Metal,,,Fire,×2
swsh4-124,Ferrothorn,[598],,110,Metal,,Ferroseed,Fire,×2
swsh4-125,Galarian Stunfisk,[618],,120,Metal,,,Fire,×2
swsh4-126,Aegislash V,[681],,210,Metal,,,Fire,×2
swsh4-127,Aegislash VMAX,[681],,320,Metal,,Aegislash V,Fire,×2
swsh4-128,Magearna,[801],,90,Metal,,,Fire,×2
swsh4-129,Duraludon,[884],,130,Metal,,,Fire,×2
swsh4-130,Eevee,[133],,70,Colorless,,,Fighting,×2
swsh4-131,Snorlax,[143],,130,Colorless,,,Fighting,×2
swsh4-132,Lugia,[249],,130,Colorless,,,Lightning,×2
swsh4-133,Taillow,[276],,60,Colorless,,,Lightning,×2
swsh4-134,Swellow,[277],,90,Colorless,,Taillow,Lightning,×2
swsh4-135,Whismur,[293],,60,Colorless,,,Fighting,×2
swsh4-136,Loudred,[294],,100,Colorless,,Whismur,Fighting,×2
swsh4-137,Exploud,[295],,160,Colorless,,Loudred,Fighting,×2
swsh4-138,Rayquaza,[384],,120,Colorless,,,Lightning,×2
swsh4-139,Chatot,[441],,70,Colorless,,,Lightning,×2
swsh4-140,Togekiss V,[468],,200,Colorless,,,Lightning,×2
swsh4-141,Togekiss VMAX,[468],,310,Colorless,,Togekiss V,Lightning,×2
swsh4-142,Tornadus,[641],,120,Colorless,,,Lightning,×2
swsh4-143,Pikipek,[731],,60,Colorless,,,Lightning,×2
swsh4-144,Trumbeak,[732],,80,Colorless,,Pikipek,Lightning,×2
swsh4-145,Toucannon,[733],,150,Colorless,,Trumbeak,Lightning,×2
swsh4-166,Orbeetle V,[826],,180,Grass,,,Fire,×2
swsh4-167,Zarude V,[893],,210,Grass,,,Fire,×2
swsh4-168,Talonflame V,[663],,190,Fire,,,Lightning,×2
swsh4-169,Galarian Darmanitan V,[555],,220,Water,,,Metal,×2
swsh4-170,Pikachu V,[25],,190,Lightning,,,Fighting,×2
swsh4-171,Ampharos V,[181],,210,Lightning,,,Fighting,×2
swsh4-172,Alakazam V,[65],,190,Psychic,,,Darkness,×2
swsh4-173,Coalossal V,[839],,220,Fighting,,,Grass,×2
swsh4-174,Galarian Sirfetch'd V,[865],,210,Fighting,,,Psychic,×2
swsh4-175,Drapion V,[452],,210,Darkness,,,Fighting,×2
swsh4-176,Steelix V,[208],,250,Metal,,,Fire,×2
swsh4-177,Aegislash V,[681],,210,Metal,,,Fire,×2
swsh4-178,Togekiss V,[468],,200,Colorless,,,Lightning,×2
swsh4-186,Orbeetle VMAX,[826],,310,Grass,,Orbeetle V,Fire,×2
swsh4-187,Galarian Darmanitan VMAX,[555],,320,Water,,Galarian Darmanitan V,Metal,×2
swsh4-188,Pikachu VMAX,[25],,310,Lightning,,Pikachu V,Fighting,×2
swsh4-189,Coalossal VMAX,[839],,330,Fighting,,Coalossal V,Grass,×2
swsh4-190,Aegislash VMAX,[681],,320,Metal,,Aegislash V,Fire,×2
swsh4-191,Togekiss VMAX,[468],,310,Colorless,,Togekiss V,Lightning,×2
swsh4-198,Galarian Obstagoon,[862],,160,Darkness,,Galarian Linoone,Grass,×2
swsh4-199,Oranguru,[765],,120,Colorless,,,Fighting,×2
swsh45-1,Yanma,[193],,80,Grass,,,Fire,×2
swsh45-2,Yanmega,[469],,120,Grass,,Yanma,Fire,×2
swsh45-3,Celebi,[251],,70,Grass,,,Fire,×2
swsh45-4,Cacnea,[331],,70,Grass,,,Fire,×2
swsh45-5,Tropius,[357],,110,Grass,,,Fire,×2
swsh45-6,Rowlet,[722],,50,Grass,,,Fire,×2
swsh45-7,Dartrix,[723],,80,Grass,,Rowlet,Fire,×2
swsh45-8,Decidueye,[724],,140,Grass,,Dartrix,Fire,×2
swsh45-9,Dhelmise V,[781],,220,Grass,,,Fire,×2
swsh45-10,Dhelmise VMAX,[781],,330,Grass,,Dhelmise V,Fire,×2
swsh45-11,Grookey,[810],,60,Grass,,,Fire,×2
swsh45-12,Thwackey,[811],,90,Grass,,Grookey,Fire,×2
swsh45-13,Rillaboom,[812],,170,Grass,,Thwackey,Fire,×2
swsh45-14,Gossifleur,[829],,60,Grass,,,Fire,×2
swsh45-15,Eldegoss,[830],,90,Grass,,Gossifleur,Fire,×2
swsh45-16,Zarude,[893],,120,Grass,,,Fire,×2
swsh45-17,Reshiram,[643],,120,Fire,,,Water,×2
swsh45-18,Cinderace V,[815],,210,Fire,,,Water,×2
swsh45-19,Cinderace VMAX,[815],,320,Fire,,Cinderace V,Water,×2
swsh45-20,Horsea,[116],,40,Water,,,Lightning,×2
swsh45-21,Kyogre,[382],,120,Water,,,Lightning,×2
swsh45-22,Buizel,[418],,70,Water,,,Lightning,×2
swsh45-23,Floatzel,[419],,110,Water,,Buizel,Lightning,×2
swsh45-24,Manaphy,[490],,70,Water,,,Lightning,×2
swsh45-25,Volcanion,[721],,130,Water,,,Lightning,×2
swsh45-26,Chewtle,[833],,80,Water,,,Lightning,×2
swsh45-27,Drednaw,[834],,140,Water,,Chewtle,Lightning,×2
swsh45-28,Cramorant,[845],,90,Water,,,Lightning,×2
swsh45-29,Snom,[872],,50,Water,,,Metal,×2
swsh45-30,Frosmoth,[873],,90,Water,,Snom,Metal,×2
swsh45-31,Shinx,[403],,60,Lightning,,,Fighting,×2
swsh45-32,Luxio,[404],,90,Lightning,,Shinx,Fighting,×2
swsh45-33,Luxray,[405],,160,Lightning,,Luxio,Fighting,×2
swsh45-34,Rotom,[479],,80,Lightning,,,Fighting,×2
swsh45-35,Morpeko,[877],,80,Lightning,,,Fighting,×2
swsh45-36,Morpeko,[877],,80,Lightning,,,Fighting,×2
swsh45-37,Morpeko V,[877],,170,Lightning,,,Fighting,×2
swsh45-38,Morpeko VMAX,[877],,300,Lightning,,Morpeko V,Fighting,×2
swsh45-39,Indeedee V,[876],,180,Psychic,,,Darkness,×2
swsh45-40,Trapinch,[328],,60,Fighting,,,Grass,×2
swsh45-41,Koffing,[109],,60,Darkness,,,Fighting,×2
swsh45-42,Galarian Weezing,[110],,130,Darkness,,Koffing,Fighting,×2
swsh45-43,Spinarak,[167],,60,Darkness,,,Fighting,×2
swsh45-44,Crobat V,[169],,180,Darkness,,,Fighting,×2
swsh45-45,Crobat VMAX,[169],,300,Darkness,,Crobat V,Fighting,×2
swsh45-46,Yveltal,[717],,110,Darkness,,,Lightning,×2
swsh45-47,Nickit,[827],,70,Darkness,,,Grass,×2
swsh45-48,Thievul,[828],,100,Darkness,,Nickit,Grass,×2
swsh45-49,Cufant,[878],,100,Metal,,,Fire,×2
swsh45-50,Ditto V,[132],,170,Colorless,,,Fighting,×2
swsh45-51,Ditto VMAX,[132],,320,Colorless,,Ditto V,Fighting,×2
swsh45-52,Eevee,[133],,60,Colorless,,,Fighting,×2
swsh45-53,Greedent V,[820],,200,Colorless,,,Fighting,×2
swsh45-54,Cramorant V,[845],,200,Colorless,,,Lightning,×2
swsh45-55,Cramorant VMAX,[845],,320,Colorless,,Cramorant V,Lightning,×2
swsh45-56,Indeedee,[876],,100,Colorless,,,Fighting,×2
swsh45-64,Alcremie V,[869],,170,Psychic,,,Metal,×2
swsh45-73,Alcremie VMAX,[869],,310,Psychic,,Alcremie V,Metal,×2
swsh45sv-SV001,Rowlet,[722],,50,Grass,,,Fire,×2
swsh45sv-SV002,Dartrix,[723],,80,Grass,,Rowlet,Fire,×2
swsh45sv-SV003,Decidueye,[724],,140,Grass,,Dartrix,Fire,×2
swsh45sv-SV004,Grookey,[810],,60,Grass,,,Fire,×2
swsh45sv-SV005,Thwackey,[811],,90,Grass,,Grookey,Fire,×2
swsh45sv-SV006,Rillaboom,[812],,170,Grass,,Thwackey,Fire,×2
swsh45sv-SV007,Blipbug,[824],,50,Grass,,,Fire,×2
swsh45sv-SV008,Dottler,[825],,70,Grass,,Blipbug,Fire,×2
swsh45sv-SV009,Orbeetle,[826],,130,Grass,,Dottler,Fire,×2
swsh45sv-SV010,Gossifleur,[829],,50,Grass,,,Fire,×2
swsh45sv-SV011,Eldegoss,[830],,80,Grass,,Gossifleur,Fire,×2
swsh45sv-SV012,Applin,[840],,40,Grass,,,Fire,×2
swsh45sv-SV013,Flapple,[841],,80,Grass,,Applin,Fire,×2
swsh45sv-SV014,Appletun,[842],,90,Grass,,Applin,Fire,×2
swsh45sv-SV015,Scorbunny,[813],,60,Fire,,,Water,×2
swsh45sv-SV016,Raboot,[814],,90,Fire,,Scorbunny,Water,×2
swsh45sv-SV017,Cinderace,[815],,170,Fire,,Raboot,Water,×2
swsh45sv-SV018,Sizzlipede,[850],,70,Fire,,,Water,×2
swsh45sv-SV019,Centiskorch,[851],,130,Fire,,Sizzlipede,Water,×2
swsh45sv-SV020,Galarian Mr. Mime,[122],,80,Water,,,Metal,×2
swsh45sv-SV021,Galarian Mr. Rime,[866],,120,Water,,Galarian Mr. Mime,Metal,×2
swsh45sv-SV022,Suicune,[245],,120,Water,,,Lightning,×2
swsh45sv-SV023,Galarian Darumaka,[554],,80,Water,,,Metal,×2
swsh45sv-SV024,Galarian Darmanitan,[555],,140,Water,,Galarian Darumaka,Metal,×2
swsh45sv-SV025,Sobble,[816],,60,Water,,,Lightning,×2
swsh45sv-SV026,Drizzile,[817],,90,Water,,Sobble,Lightning,×2
swsh45sv-SV027,Inteleon,[818],,160,Water,,Drizzile,Lightning,×2
swsh45sv-SV028,Chewtle,[833],,80,Water,,,Lightning,×2
swsh45sv-SV029,Drednaw,[834],,130,Water,,Chewtle,Lightning,×2
swsh45sv-SV030,Cramorant,[845],,110,Water,,,Lightning,×2
swsh45sv-SV031,Arrokuda,[846],,60,Water,,,Lightning,×2
swsh45sv-SV032,Barraskewda,[847],,120,Water,,Arrokuda,Lightning,×2
swsh45sv-SV033,Snom,[872],,50,Water,,,Metal,×2
swsh45sv-SV034,Frosmoth,[873],,90,Water,,Snom,Metal,×2
swsh45sv-SV035,Eiscue,[875],,120,Water,,,Metal,×2
swsh45sv-SV036,Dracovish,[882],,150,Water,,Rare Fossil,Lightning,×2
swsh45sv-SV037,Arctovish,[883],,150,Water,,Rare Fossil,Lightning,×2
swsh45sv-SV038,Rotom,[479],,80,Lightning,,,Fighting,×2
swsh45sv-SV039,Yamper,[835],,70,Lightning,,,Fighting,×2
swsh45sv-SV040,Boltund,[836],,130,Lightning,,Yamper,Fighting,×2
swsh45sv-SV041,Toxel,[848],,70,Lightning,,,Fighting,×2
swsh45sv-SV042,Toxtricity,[849],,120,Lightning,,Toxel,Fighting,×2
swsh45sv-SV043,Pincurchin,[871],,80,Lightning,,,Fighting,×2
swsh45sv-SV044,Morpeko,[877],,80,Lightning,,,Fighting,×2
swsh45sv-SV045,Dracozolt,[880],,160,Lightning,,Rare Fossil,Fighting,×2
