id,name,supertype,subtype,rules,number,artist,rarity,legalities_unlimited,legalities_expanded,images_small,images_large
xy10-3,Wormadam,Pokémon,Stage 1,,3,kawayoo,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/3.png,https://images.pokemontcg.io/xy10/3_hires.png
xy10-4,Mothim,Pokémon,Stage 1,,4,MAHOU,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/4.png,https://images.pokemontcg.io/xy10/4_hires.png
xy10-5,Snivy,Pokémon,Basic,,5,Atsuko Nishida,Common,Legal,Legal,https://images.pokemontcg.io/xy10/5.png,https://images.pokemontcg.io/xy10/5_hires.png
xy10-6,Servine,Pokémon,Stage 1,,6,Sumiyoshi Kizuki,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/6.png,https://images.pokemontcg.io/xy10/6_hires.png
xy10-7,Serperior,Pokémon,Stage 2,,7,You Iribi,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/7.png,https://images.pokemontcg.io/xy10/7_hires.png
xy10-8,Deerling,Pokémon,Basic,,8,Kanako Eo,Common,Legal,Legal,https://images.pokemontcg.io/xy10/8.png,https://images.pokemontcg.io/xy10/8_hires.png
xy10-9,Moltres,Pokémon,Basic,,9,OOYAMA,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/9.png,https://images.pokemontcg.io/xy10/9_hires.png
xy10-10,Fennekin,Pokémon,Basic,,10,Akira Komayama,Common,Legal,Legal,https://images.pokemontcg.io/xy10/10.png,https://images.pokemontcg.io/xy10/10_hires.png
xy10-11,Fennekin,Pokémon,Basic,,11,kirisAki,Common,Legal,Legal,https://images.pokemontcg.io/xy10/11.png,https://images.pokemontcg.io/xy10/11_hires.png
xy10-12,Braixen,Pokémon,Stage 1,,12,kirisAki,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/12.png,https://images.pokemontcg.io/xy10/12_hires.png
xy10-13,Delphox,Pokémon,Stage 2,,13,Kagemaru Himeno,Rare Holo,Legal,Legal,https://images.pokemontcg.io/xy10/13.png,https://images.pokemontcg.io/xy10/13_hires.png
xy10-14,Delphox BREAK,Pokémon,BREAK,"BREAK Evolution Rule: Delphox BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",14,5ban Graphics,Rare BREAK,Legal,Legal,https://images.pokemontcg.io/xy10/14.png,https://images.pokemontcg.io/xy10/14_hires.png
xy10-15,Seel,Pokémon,Basic,,15,Hasuno,Common,Legal,Legal,https://images.pokemontcg.io/xy10/15.png,https://images.pokemontcg.io/xy10/15_hires.png
xy10-16,Dewgong,Pokémon,Stage 1,,16,Naoyo Kimura,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/16.png,https://images.pokemontcg.io/xy10/16_hires.png
xy10-17,Omanyte,Pokémon,Restored,Put this card onto your Bench only with the effect of Helix Fossil Omanyte,17,Shigenori Negishi,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/17.png,https://images.pokemontcg.io/xy10/17_hires.png
xy10-18,Omastar,Pokémon,Stage 1,,18,Hasuno,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/18.png,https://images.pokemontcg.io/xy10/18_hires.png
xy10-19,Omastar BREAK,Pokémon,BREAK,"BREAK Evolution Rule: Omastar BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",19,5ban Graphics,Rare BREAK,Legal,Legal,https://images.pokemontcg.io/xy10/19.png,https://images.pokemontcg.io/xy10/19_hires.png
xy10-20,Glaceon-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",20,Ayaka Yoshida,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/20.png,https://images.pokemontcg.io/xy10/20_hires.png
xy10-21,White Kyurem,Pokémon,Basic,,21,kawayoo,Rare Holo,Legal,Legal,https://images.pokemontcg.io/xy10/21.png,https://images.pokemontcg.io/xy10/21_hires.png
xy10-22,Binacle,Pokémon,Basic,,22,Tomokazu Komiya,Common,Legal,Legal,https://images.pokemontcg.io/xy10/22.png,https://images.pokemontcg.io/xy10/22_hires.png
xy10-23,Barbaracle,Pokémon,Stage 1,,23,Shin Nagasawa,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/23.png,https://images.pokemontcg.io/xy10/23_hires.png
xy10-24,Rotom,Pokémon,Basic,,24,Tomokazu Komiya,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/24.png,https://images.pokemontcg.io/xy10/24_hires.png
xy10-25,Alakazam-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",25,PLANETA,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/25.png,https://images.pokemontcg.io/xy10/25_hires.png
xy10-26,M Alakazam-EX,Pokémon,"MEGA, EX","Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends., Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",26,5ban Graphics,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/26.png,https://images.pokemontcg.io/xy10/26_hires.png
xy10-27,Koffing,Pokémon,Basic,,27,sui,Common,Legal,Legal,https://images.pokemontcg.io/xy10/27.png,https://images.pokemontcg.io/xy10/27_hires.png
xy10-28,Weezing,Pokémon,Stage 1,,28,Shin Nagasawa,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/28.png,https://images.pokemontcg.io/xy10/28_hires.png
xy10-29,Mew,Pokémon,Basic,,29,Mitsuhiro Arita,Rare Holo,Legal,Legal,https://images.pokemontcg.io/xy10/29.png,https://images.pokemontcg.io/xy10/29_hires.png
xy10-30,Spoink,Pokémon,Basic,,30,TOKIYA,Common,Legal,Legal,https://images.pokemontcg.io/xy10/30.png,https://images.pokemontcg.io/xy10/30_hires.png
xy10-31,Grumpig,Pokémon,Stage 1,,31,Sanosuke Sakuma,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/31.png,https://images.pokemontcg.io/xy10/31_hires.png
xy10-32,Gothita,Pokémon,Basic,,32,Kagemaru Himeno,Common,Legal,Legal,https://images.pokemontcg.io/xy10/32.png,https://images.pokemontcg.io/xy10/32_hires.png
xy10-33,Solosis,Pokémon,Basic,,33,match,Common,Legal,Legal,https://images.pokemontcg.io/xy10/33.png,https://images.pokemontcg.io/xy10/33_hires.png
xy10-34,Duosion,Pokémon,Stage 1,,34,Sumiyoshi Kizuki,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/34.png,https://images.pokemontcg.io/xy10/34_hires.png
xy10-35,Reuniclus,Pokémon,Stage 2,,35,Yukiko Baba,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/35.png,https://images.pokemontcg.io/xy10/35_hires.png
xy10-36,Diglett,Pokémon,Basic,,36,TOKIYA,Common,Legal,Legal,https://images.pokemontcg.io/xy10/36.png,https://images.pokemontcg.io/xy10/36_hires.png
xy10-37,Marowak,Pokémon,Stage 1,,37,Shin Nagasawa,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/37.png,https://images.pokemontcg.io/xy10/37_hires.png
xy10-38,Kabuto,Pokémon,Restored,Put this card onto your Bench only with the effect of Dome Fossil Kabuto,38,MAHOU,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/38.png,https://images.pokemontcg.io/xy10/38_hires.png
xy10-39,Kabutops,Pokémon,Stage 1,,39,Kyoko Umemoto,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/39.png,https://images.pokemontcg.io/xy10/39_hires.png
xy10-40,Larvitar,Pokémon,Basic,,40,Suwama Chiaki,Common,Legal,Legal,https://images.pokemontcg.io/xy10/40.png,https://images.pokemontcg.io/xy10/40_hires.png
xy10-41,Larvitar,Pokémon,Basic,,41,Masakazu Fukuda,Common,Legal,Legal,https://images.pokemontcg.io/xy10/41.png,https://images.pokemontcg.io/xy10/41_hires.png
xy10-42,Pupitar,Pokémon,Stage 1,,42,match,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/42.png,https://images.pokemontcg.io/xy10/42_hires.png
xy10-43,Regirock-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",43,PLANETA,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/43.png,https://images.pokemontcg.io/xy10/43_hires.png
xy10-43a,Regirock-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",43a,PLANETA,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/xy10/43a.png,https://images.pokemontcg.io/xy10/43a_hires.png
xy10-44,Wormadam,Pokémon,Stage 1,,44,Hajime Kusajima,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/44.png,https://images.pokemontcg.io/xy10/44_hires.png
xy10-45,Riolu,Pokémon,Basic,,45,You Iribi,Common,Legal,Legal,https://images.pokemontcg.io/xy10/45.png,https://images.pokemontcg.io/xy10/45_hires.png
xy10-46,Riolu,Pokémon,Basic,,46,match,Common,Legal,Legal,https://images.pokemontcg.io/xy10/46.png,https://images.pokemontcg.io/xy10/46_hires.png
xy10-47,Lucario,Pokémon,Stage 1,,47,Shin Nagasawa,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/47.png,https://images.pokemontcg.io/xy10/47_hires.png
xy10-48,Hawlucha,Pokémon,Basic,,48,Kouki Saitou,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/48.png,https://images.pokemontcg.io/xy10/48_hires.png
xy10-49,Carbink,Pokémon,Basic,,49,Yuka Morii,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/49.png,https://images.pokemontcg.io/xy10/49_hires.png
xy10-50,Carbink,Pokémon,Basic,,50,kawayoo,Common,Legal,Legal,https://images.pokemontcg.io/xy10/50.png,https://images.pokemontcg.io/xy10/50_hires.png
xy10-51,Carbink BREAK,Pokémon,BREAK,"BREAK Evolution Rule: Carbink BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",51,5ban Graphics,Rare BREAK,Legal,Legal,https://images.pokemontcg.io/xy10/51.png,https://images.pokemontcg.io/xy10/51_hires.png
xy10-52,Zygarde,Pokémon,Basic,,52,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/52.png,https://images.pokemontcg.io/xy10/52_hires.png
xy10-53,Zygarde,Pokémon,Basic,,53,5ban Graphics,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/53.png,https://images.pokemontcg.io/xy10/53_hires.png
xy10-54,Zygarde-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",54,5ban Graphics,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/54.png,https://images.pokemontcg.io/xy10/54_hires.png
xy10-54a,Zygarde-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",54a,5ban Graphics,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/xy10/54a.png,https://images.pokemontcg.io/xy10/54a_hires.png
xy10-55,Umbreon-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",55,Ayaka Yoshida,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/55.png,https://images.pokemontcg.io/xy10/55_hires.png
xy10-56,Tyranitar,Pokémon,Stage 2,,56,Satoshi Shirai,Rare Holo,Legal,Legal,https://images.pokemontcg.io/xy10/56.png,https://images.pokemontcg.io/xy10/56_hires.png
xy10-57,Vullaby,Pokémon,Basic,,57,Midori Harada,Common,Legal,Legal,https://images.pokemontcg.io/xy10/57.png,https://images.pokemontcg.io/xy10/57_hires.png
xy10-58,Mandibuzz,Pokémon,Stage 1,,58,Masakazu Fukuda,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/58.png,https://images.pokemontcg.io/xy10/58_hires.png
xy10-59,Wormadam,Pokémon,Stage 1,,59,Kyoko Umemoto,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/59.png,https://images.pokemontcg.io/xy10/59_hires.png
xy10-60,Bronzor,Pokémon,Basic,,60,Hajime Kusajima,Common,Legal,Legal,https://images.pokemontcg.io/xy10/60.png,https://images.pokemontcg.io/xy10/60_hires.png
xy10-61,Bronzong,Pokémon,Stage 1,,61,Naoki Saito,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/61.png,https://images.pokemontcg.io/xy10/61_hires.png
xy10-62,Bronzong BREAK,Pokémon,BREAK,"BREAK Evolution Rule: Bronzong BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",62,5ban Graphics,Rare BREAK,Legal,Legal,https://images.pokemontcg.io/xy10/62.png,https://images.pokemontcg.io/xy10/62_hires.png
xy10-63,Lucario,Pokémon,Stage 1,,63,Hitoshi Ariga,Rare Holo,Legal,Legal,https://images.pokemontcg.io/xy10/63.png,https://images.pokemontcg.io/xy10/63_hires.png
xy10-64,Genesect-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",64,Eske Yoshinob,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/64.png,https://images.pokemontcg.io/xy10/64_hires.png
xy10-65,Jigglypuff,Pokémon,Basic,,65,Midori Harada,Common,Legal,Legal,https://images.pokemontcg.io/xy10/65.png,https://images.pokemontcg.io/xy10/65_hires.png
xy10-66,Wigglytuff,Pokémon,Stage 1,,66,Mizue,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/66.png,https://images.pokemontcg.io/xy10/66_hires.png
xy10-67,Mr. Mime,Pokémon,Basic,,67,Sumiyoshi Kizuki,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/67.png,https://images.pokemontcg.io/xy10/67_hires.png
xy10-68,Snubbull,Pokémon,Basic,,68,Aya Kusube,Common,Legal,Legal,https://images.pokemontcg.io/xy10/68.png,https://images.pokemontcg.io/xy10/68_hires.png
xy10-69,M Altaria-EX,Pokémon,"MEGA, EX","Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends., Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",69,5ban Graphics,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/69.png,https://images.pokemontcg.io/xy10/69_hires.png
xy10-70,Cottonee,Pokémon,Basic,,70,MAHOU,Common,Legal,Legal,https://images.pokemontcg.io/xy10/70.png,https://images.pokemontcg.io/xy10/70_hires.png
xy10-71,Whimsicott,Pokémon,Stage 1,,71,sui,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/71.png,https://images.pokemontcg.io/xy10/71_hires.png
xy10-72,Diancie-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",72,Eske Yoshinob,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/72.png,https://images.pokemontcg.io/xy10/72_hires.png
xy10-73,Kingdra-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",73,hatachu,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/73.png,https://images.pokemontcg.io/xy10/73_hires.png
xy10-74,Meowth,Pokémon,Basic,,74,Shigenori Negishi,Common,Legal,Legal,https://images.pokemontcg.io/xy10/74.png,https://images.pokemontcg.io/xy10/74_hires.png
xy10-75,Kangaskhan,Pokémon,Basic,,75,Masakazu Fukuda,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/75.png,https://images.pokemontcg.io/xy10/75_hires.png
xy10-76,Aerodactyl,Pokémon,Restored,Put this card onto your Bench only with the effect of Old Amber Aerodactyl,76,kawayoo,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/76.png,https://images.pokemontcg.io/xy10/76_hires.png
xy10-77,Snorlax,Pokémon,Basic,,77,Tomokazu Komiya,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/77.png,https://images.pokemontcg.io/xy10/77_hires.png
xy10-78,Lugia,Pokémon,Basic,,78,TOKIYA,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/78.png,https://images.pokemontcg.io/xy10/78_hires.png
xy10-79,Lugia BREAK,Pokémon,BREAK,"BREAK Evolution Rule: Lugia BREAK retains the attacks, Abilities, Weakness, Resistance, and Retreat Cost of its previous Evolution.",79,5ban Graphics,Rare BREAK,Legal,Legal,https://images.pokemontcg.io/xy10/79.png,https://images.pokemontcg.io/xy10/79_hires.png
xy10-80,Whismur,Pokémon,Basic,,80,Kouki Saitou,Common,Legal,Legal,https://images.pokemontcg.io/xy10/80.png,https://images.pokemontcg.io/xy10/80_hires.png
xy10-81,Loudred,Pokémon,Stage 1,,81,TOKIYA,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/81.png,https://images.pokemontcg.io/xy10/81_hires.png
xy10-82,Exploud,Pokémon,Stage 2,,82,Masakazu Fukuda,Rare,Legal,Legal,https://images.pokemontcg.io/xy10/82.png,https://images.pokemontcg.io/xy10/82_hires.png
xy10-83,Altaria-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",83,Eske Yoshinob,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/83.png,https://images.pokemontcg.io/xy10/83_hires.png
xy10-84,Audino-EX,Pokémon,"Basic, EX","Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",84,Ayaka Yoshida,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/84.png,https://images.pokemontcg.io/xy10/84_hires.png
xy10-85,M Audino-EX,Pokémon,"MEGA, EX","Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends., Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",85,5ban Graphics,Rare Holo EX,Legal,Legal,https://images.pokemontcg.io/xy10/85.png,https://images.pokemontcg.io/xy10/85_hires.png
xy10-86,Minccino,Pokémon,Basic,,86,kirisAki,Common,Legal,Legal,https://images.pokemontcg.io/xy10/86.png,https://images.pokemontcg.io/xy10/86_hires.png
xy10-87,Minccino,Pokémon,Basic,,87,Mizue,Common,Legal,Legal,https://images.pokemontcg.io/xy10/87.png,https://images.pokemontcg.io/xy10/87_hires.png
xy10-88,Cinccino,Pokémon,Stage 1,,88,MAHOU,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/88.png,https://images.pokemontcg.io/xy10/88_hires.png
xy10-89,Cinccino,Pokémon,Stage 1,,89,Kouki Saitou,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/89.png,https://images.pokemontcg.io/xy10/89_hires.png
xy10-90,Alakazam Spirit Link,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Your turn does not end if the Pokémon this card is attached to becomes M Alakazam-EX., You may play as many Item cards as you like during your turn (before your attack).",90,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/90.png,https://images.pokemontcg.io/xy10/90_hires.png
xy10-91,Altaria Spirit Link,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Your turn does not end if the Pokémon this card is attached to becomes M Altaria-EX., You may play as many Item cards as you like during your turn (before your attack).",91,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/91.png,https://images.pokemontcg.io/xy10/91_hires.png
xy10-92,Audino Spirit Link,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Your turn does not end if the Pokémon this card is attached to becomes M Audino-EX., You may play as many Item cards as you like during your turn (before your attack).",92,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/92.png,https://images.pokemontcg.io/xy10/92_hires.png
xy10-93,Bent Spoon,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., Prevent all effects of your opponent's attacks, except damage, done to the Pokémon this card is attached to. (Existing effects are not removed.), You may play as many Item cards as you like during your turn (before your attack).",93,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/93.png,https://images.pokemontcg.io/xy10/93_hires.png
xy10-94,Chaos Tower,Trainer,Stadium,"Choose which way this card faces before you play it. This ↓ player's Pokémon can't be Confused or Poisoned. (If those Pokémon are already Confused or Poisoned, remove those Special Conditions.), Choose which way this card faces before you play it. This ↓ player's Pokémon can't be Asleep or Paralyzed. (If those Pokémon are already Asleep or Paralyzed, remove those Special Conditions.), This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.",94,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/94.png,https://images.pokemontcg.io/xy10/94_hires.png
xy10-95,Devolution Spray,Trainer,Item,"Devolve 1 of your evolved Pokémon and put the highest Stage Evolution card on it into your hand. (That Pokémon can't evolve this turn.), You may play as many Item cards as you like during your turn (before your attack).",95,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/95.png,https://images.pokemontcg.io/xy10/95_hires.png
xy10-96,Dome Fossil Kabuto,Trainer,Item,"Look at the bottom 7 cards of your deck. You may reveal a Kabuto you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).",96,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/96.png,https://images.pokemontcg.io/xy10/96_hires.png
xy10-97,Energy Pouch,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., If the Pokémon this card is attached to is Knocked Out by damage from an opponent's attack, put all basic Energy attached to that Pokémon into your hand., You may play as many Item cards as you like during your turn (before your attack).",97,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/97.png,https://images.pokemontcg.io/xy10/97_hires.png
xy10-98,Energy Reset,Trainer,Item,"Put as many Energy attached to your Pokémon as you like into your hand., You may play as many Item cards as you like during your turn (before your attack).",98,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/98.png,https://images.pokemontcg.io/xy10/98_hires.png
xy10-99,Fairy Drop,Trainer,Item,"Heal 50 damage from 1 of your Pokémon that has any Fairy Energy attached to it., You may play as many Item cards as you like during your turn (before your attack).",99,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/99.png,https://images.pokemontcg.io/xy10/99_hires.png
xy10-100,Fairy Garden,Trainer,Stadium,"Each Pokémon that has any Fairy Energy attached to it (both yours and your opponent's) has no Retreat Cost., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.",100,Ryo Ueda,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/100.png,https://images.pokemontcg.io/xy10/100_hires.png
xy10-101,Fossil Excavation Kit,Trainer,Item,"Put 2 in any combination of Helix Fossil Omanyte, Dome Fossil Kabuto, or Old Amber Aerodactyl cards from your discard pile into your hand., You may play as many Item cards as you like during your turn (before your attack).",101,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/101.png,https://images.pokemontcg.io/xy10/101_hires.png
xy10-102,Helix Fossil Omanyte,Trainer,Item,"Look at the bottom 7 cards of your deck. You may reveal an Omanyte you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).",102,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/102.png,https://images.pokemontcg.io/xy10/102_hires.png
xy10-103,Lass's Special,Trainer,Supporter,"Draw a card for each of your opponent's Benched Basic Pokémon., You may play only 1 Supporter card during your turn (before your attack).",103,Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/103.png,https://images.pokemontcg.io/xy10/103_hires.png
xy10-104,Mega Catcher,Trainer,Item,"Switch 1 of your opponent's Benched Mega Evolution Pokémon with his or her Active Pokémon., You may play as many Item cards as you like during your turn (before your attack).",104,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/104.png,https://images.pokemontcg.io/xy10/104_hires.png
xy10-105,N,Trainer,Supporter,"Each player shuffles his or her hand into his or her deck. Then, each player draws a card for each of his or her remaining Prize cards., You may play only 1 Supporter card during your turn (before your attack).",105,Megumi Mizutani,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/105.png,https://images.pokemontcg.io/xy10/105_hires.png
xy10-105a,N,Trainer,Supporter,"Each player shuffles his or her hand into his or her deck. Then, each player draws a card for each of his or her remaining Prize cards., You may play only 1 Supporter card during your turn (before your attack).",105a,Megumi Mizutani,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/xy10/105a.png,https://images.pokemontcg.io/xy10/105a_hires.png
xy10-106,Old Amber Aerodactyl,Trainer,Item,"Look at the bottom 7 cards of your deck. You may reveal an Aerodactyl you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).",106,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/106.png,https://images.pokemontcg.io/xy10/106_hires.png
xy10-107,Pokémon Fan Club,Trainer,Supporter,"Search your deck for up to 2 Basic Pokémon, reveal them, and put them into your hand. Shuffle your deck afterward., You may play only 1 Supporter card during your turn (before your attack).",107,Yusuke Ohmura,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/107.png,https://images.pokemontcg.io/xy10/107_hires.png
xy10-108,Power Memory,Trainer,Pokémon Tool,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached to it., The Zygarde-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack).",108,5ban Graphics,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/108.png,https://images.pokemontcg.io/xy10/108_hires.png
xy10-109,Random Receiver,Trainer,Item,"Reveal cards from the top of your deck until you reveal a Supporter card. Put it into your hand. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).",109,Toyste Beach,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/109.png,https://images.pokemontcg.io/xy10/109_hires.png
xy10-110,Scorched Earth,Trainer,Stadium,"Once during each player's turn, that player may discard a Fire or Fighting Energy card from his or her hand. If that player does so, he or she draws 2 cards., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.",110,Ryo Ueda,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/110.png,https://images.pokemontcg.io/xy10/110_hires.png
xy10-111,Shauna,Trainer,Supporter,"Shuffle your hand into your deck. Then, draw 5 cards., You may play only 1 Supporter card during your turn (before your attack).",111,Ken Sugimori,Uncommon,Legal,Legal,https://images.pokemontcg.io/xy10/111.png,https://images.pokemontcg.io/xy10/111_hires.png
xy10-111a,Shauna,Trainer,Supporter,"Shuffle your hand into your deck. Then, draw 5 cards., You may play only 1 Supporter card during your turn (before your attack).",111a,Ken Sugimori,Rare Ultra,Legal,Legal,https://images.pokemontcg.io/xy10/111a.png,https://images.pokemontcg.io/xy10/111a_hires.png
